SentenceID,CodeSwitchStatus,NumberOfWords,Surprisal1,Surprisal2,Surprisal3,Surprisal4,Surprisal5,Surprisal6,Surprisal7,Surprisal8,Surprisal9,Surprisal10,Surprisal11,Surprisal12,Surprisal13,Surprisal14,Surprisal15,Surprisal16,Surprisal17,Surprisal18,Surprisal19,Surprisal20,Surprisal21,Surprisal22,Surprisal23,Surprisal24,Surprisal25,Surprisal26,Surprisal27,Surprisal28,Surprisal29,Surprisal30,Surprisal31,Surprisal32,Surprisal33,Surprisal34,Surprisal35,Surprisal36,Surprisal37,Surprisal38,Surprisal39,Surprisal40,Surprisal41,Surprisal42,Surprisal43,Surprisal44,Surprisal45,Surprisal46,Surprisal47,Surprisal48,Surprisal49,Surprisal50,Surprisal51,Surprisal52,Surprisal53,Surprisal54,Surprisal55,Surprisal56,Surprisal57,Surprisal58,Surprisal59,Surprisal60,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuationInTranslation,CorpusName
82,1,3,-3.740217,-6.165354,-2.738603,-3.196424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],,psucssa
83,1,7,-3.951605,-0.9743055,-7.049516,-6.012241,-3.855694,-2.438848,-1.614622,-0.4693831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_3],[0_1_6],psucssa
84,1,4,-4.366777,-3.99397,-6.505991,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[3],psucssa
85,1,9,-3.527254,-2.608369,-2.534976,-4.176448,-4.574769,-2.866036,-3.691341,-0.8089939,-5.426573,-2.562207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],,psucssa
86,1,4,-4.41311,-6.851207,#NAME?,-1.197862,-3.17236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3],[3],psucssa
87,1,12,-4.575053,-0.5698753,#NAME?,-2.909323,-3.937251,-5.048678,-1.730993,-6.357863,-3.19712,-6.667284,-3.727654,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_9_10_11],[1_2_3_8_10_11],psucssa
88,1,14,-5.073573,-2.436129,-4.293173,-0.84432,-4.071599,-2.847254,-1.681669,-4.483475,-0.4526788,-5.821181,-4.030155,-2.212406,-7.390783,-1.092297,-0.4196835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[12_13],[3_6_8_13],psucssa
89,1,14,-3.535944,-3.962695,-5.417198,-5.596276,-0.6998174,-2.241836,-3.427133,-1.316597,-2.371596,-4.590767,-2.177315,-6.930299,-5.405923,-0.7185808,-0.5477023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9_11],[4_7_13],psucssa
90,1,4,#NAME?,-1.197862,#NAME?,-6.096452,-2.705534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3],[0_1],psucssa
91,1,24,-5.073573,-2.587057,-4.295363,-0.6766936,-6.834791,-5.235993,-3.657451,-1.684377,-4.937035,-5.783162,-1.18928,-3.189292,-4.779904,-2.313826,-0.3454795,-3.541986,-3.030239,-2.972532,-4.011391,-4.188507,-2.954605,-1.233238,-4.187777,-0.7965634,-0.4958322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_5],[1_3_10_14_23],psucssa
92,1,31,-3.674056,-1.284562,-1.580662,-4.895114,-3.630524,-5.42362,-3.591723,-3.486718,-3.320906,-3.415946,-5.707577,-3.815341,-1.13947,-1.648979,-0.2346148,-4.613895,-0.8123055,-2.408048,-5.88063,-3.054487,-1.120305,-4.586547,-5.461867,-3.874326,-0.7354802,-6.456681,-0.1346262,-5.616476,-3.003074,-5.973792,-2.280854,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[21_22_29_30],[7_16_20_24_30],psucssa
93,1,24,-5.073573,-2.587057,-4.295363,-0.6766936,-6.834791,-5.235993,-3.657451,-1.684377,-4.937035,-5.783162,-1.18928,-3.189292,-4.779904,-2.313826,-0.3454795,-3.541986,-3.030239,-2.972532,-4.011391,-4.188507,-2.954605,-1.233238,-4.187777,-0.7965634,-0.4958322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_5],[1_3_10_14_23],psucssa
94,1,31,-3.674056,-1.284562,-1.580662,-4.895114,-3.630524,-5.42362,-3.591723,-3.486718,-3.320906,-3.415946,-5.707577,-3.815341,-1.13947,-1.648979,-0.2346148,-4.613895,-0.8123055,-2.408048,-5.88063,-3.054487,-1.120305,-4.586547,-5.461867,-3.874326,-0.7354802,-6.456681,-0.1346262,-5.616476,-3.003074,-5.973792,-2.280854,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[21_22_29_30],[7_16_20_24_30],psucssa
95,1,6,-3.413973,-4.287659,-0.5556167,-5.051782,-2.349981,-2.953852,-2.621037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_4],,psucssa
96,1,26,-3.294107,-2.121888,-3.809558,-7.089252,-2.575637,-4.383111,-2.875754,-0.629897,-4.721347,-5.069142,-4.484704,-4.957282,-4.484704,-6.029257,-3.460137,-1.020954,-4.416142,-3.042777,-2.566291,-3.363918,-4.058896,-3.319489,-4.212463,-0.5658115,-4.67376,-0.8995734,-0.4869252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5],[15_25],psucssa
97,1,12,-4.990026,-0.3467875,#NAME?,-6.820245,-6.629911,-1.294716,-0.1876399,-1.403601,-4.987225,-1.20412,-0.2688453,-1.074634,-0.8563353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[1_11],psucssa
98,1,29,-4.382572,-4.448699,-1.406317,-5.559956,-3.079124,-2.666944,-4.021042,-5.349935,-3.425178,-3.432767,-6.577743,-8.477125,-7.575791,-5.075489,-4.546617,-0.7084641,-2.843094,-2.507159,-5.542935,-3.079124,-4.547457,-5.329654,-3.425178,-3.432767,-5.081426,-3.158287,-4.87954,-4.819387,-0.9388923,-0.2987989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8_9_10_11_12_13_14_15_21_22_23_24_25_26_27_28],[15_28],psucssa
99,1,16,-4.876083,-2.426042,-3.355491,-1.103424,-1.057574,-4.118209,-4.724895,-4.512457,-3.43329,-3.27061,-0.4977793,-5.43104,-1.09073,-3.827127,-3.751953,-0.8566467,-0.6419315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6],[4_12_15],psucssa
100,1,13,-5.688997,-4.478161,-5.895749,-5.405351,-4.981422,-5.690339,-2.902837,#NAME?,-2.909323,-4.401009,-5.590782,-1.932161,-4.084001,-1.178715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5_6_7_8_9_10_11_12],[6_7_8_11_12],psucssa
101,1,12,#NAME?,-5.356089,-2.380362,-6.340495,-0.8359547,-1.401955,-4.946935,-0.629897,-4.252487,-2.94796,-4.11129,-0.7988093,-0.4786751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_3_4],[4_7_11],psucssa
102,1,14,-5.073573,-2.436129,-4.293173,-0.84432,-4.071599,-2.847254,-1.681669,-4.483475,-0.4526788,-5.821181,-4.030155,-2.212406,-7.390783,-1.092297,-0.4196835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[12_13],[3_6_8_13],psucssa
103,1,11,-4.237978,-3.170878,-1.650132,-4.581536,-5.616393,-1.749433,-6.324313,-2.8621,-7.212086,-3.322999,-4.795682,-3.742196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5_6_8_9],[5],psucssa
104,1,11,-4.237978,-3.170878,-1.650132,-4.581536,-5.616393,-1.749433,-6.324313,-2.8621,-7.212086,-3.322999,-4.795682,-3.742196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5_6_8_9],[5],psucssa
105,1,3,-5.512905,-3.168273,-4.559554,-3.429625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,psucssa
106,1,6,-4.022713,-5.472108,-6.036766,-2.696628,-5.542418,-6.583177,-2.715079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5],,psucssa
107,1,21,-2.715695,-1.17829,-5.503237,-4.316005,-0.7317079,-2.923896,-4.248933,-2.629696,-4.05392,#NAME?,-5.307577,-3.82067,-5.758753,-4.44563,-1.386777,-5.114316,-2.878354,-1.746019,-7.881351,-2.432533,-0.6741689,-0.4938945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_2_3_4_5_6_7_8_9_10_18_19_20],[20],psucssa
108,1,7,-3.535944,-3.204482,#NAME?,-2.7135,-1.958433,-3.33085,-6.775237,-2.715079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6],[2],psucssa
109,1,15,-5.804013,-3.840543,-4.594119,-2.952487,-2.561366,-0.4931093,-1.599883,-3.675944,-4.482718,-7.835846,-4.305315,-2.197192,-5.559011,-4.663805,-1.28392,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9],[5_14],psucssa
110,1,8,-5.269867,-6.410636,-2.678879,-4.769732,-2.486705,-5.892109,-2.549377,-5.204897,-3.102827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5_6],[2_6],psucssa
111,1,20,-4.430718,-2.203966,-1.148508,-2.613805,-2.529841,-2.41142,-2.572267,-3.702423,-1.932901,-0.09925123,-3.301301,-1.042933,-5.779892,-2.229443,-0.650747,-3.013479,-4.661412,-4.948865,-2.642203,-0.5772364,-0.5881106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[12_13_14],[5_13_14_19],psucssa
112,1,3,-3.014365,-5.469526,-4.681192,-3.016133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],,psucssa
113,1,13,-5.415995,-2.305809,-6.373428,-0.8406437,-6.662773,-1.244165,-2.585954,-3.567908,-2.225863,-5.303115,-1.271718,-4.948245,-0.9731278,-0.532344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7_8_9_10],[3_5_12],psucssa
114,1,17,-3.0935,-1.967107,-1.235528,-1.901091,-0.4321387,-4.724356,-1.547522,-2.771839,-3.882112,-1.932901,-0.09925123,-2.682953,-3.174249,-2.625286,-4.598699,-3.935563,-1.034865,-0.347692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_14_15_16],[6_11_15_16],psucssa
115,1,10,-3.699992,-3.803799,-6.694888,-5.12689,#NAME?,-3.412185,-4.606378,-1.547273,-5.704039,-4.661071,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_2_3_4],[0_3_4_9],psucssa
116,1,8,-6.706392,-4.852477,-5.216792,-1.33823,#NAME?,-3.442602,-3.461965,-4.893143,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[4_7],psucssa
117,1,24,-4.652567,-6.968827,-3.68498,-6.027836,-6.803387,-4.024155,-3.62658,-1.168541,-5.350997,-0.8166095,-3.799657,-4.119929,-3.316176,-1.971157,-2.241165,-2.510518,-4.805114,-0.9527082,-1.65746,-1.961065,-1.556374,-1.233754,-5.06397,-1.13099,-0.4171948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[9_14_23],psucssa
118,1,24,-4.652567,-6.968827,-3.68498,-6.027836,-6.803387,-4.024155,-3.62658,-1.168541,-5.350997,-0.8166095,-3.799657,-4.119929,-3.316176,-1.971157,-2.241165,-2.510518,-4.805114,-0.9527082,-1.65746,-1.961065,-1.556374,-1.233754,-5.06397,-1.13099,-0.4171948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[9_14_23],psucssa
119,1,13,-4.583487,-4.45644,-3.606516,-2.511137,-1.860937,-1.230258,-4.403007,-2.989759,-0.8718866,-4.695441,-4.966697,-4.736043,-1.324422,-0.4687029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[5_12],psucssa
120,1,12,-1.464192,#NAME?,-6.820245,-5.079682,-4.923697,-5.935844,-2.869327,-6.75984,-0.5760944,-6.282628,-0.6238034,-1.42875,-0.4317663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[8_11],psucssa
121,1,16,-3.563109,-5.1181,-4.416825,-2.058913,-3.738319,-4.778935,-4.60144,-0.8662001,-2.967578,-4.120595,-3.905065,-2.641701,-6.958658,-2.195217,-2.44558,-4.719617,-0.9378521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_11_12],[3_7_14_15],psucssa
122,1,18,-3.991114,-3.577481,-1.413318,-5.85743,-4.790985,-4.723318,-4.004677,-4.910156,-3.560325,-2.776578,-1.090346,-1.990584,-2.820983,-3.097135,-4.619215,-4.424437,-5.187915,-0.1054398,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[2_10_17],psucssa
123,1,6,-4.320245,-1.976459,-5.027526,-5.031153,-5.204168,-0.9486561,-0.4234259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[5],psucssa
124,1,13,-4.575053,-6.16107,-1.740713,#NAME?,-2.909323,-3.937251,-5.048678,-1.730993,-6.357863,-3.19712,-6.667284,-3.727654,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_4_10_11_12],[2_3_4_9_11_12],psucssa
125,1,21,-5.445959,-4.579879,-6.014569,-2.331182,-0.5658115,-3.886795,-4.78202,-0.9934592,-2.337913,-2.066634,-6.175722,-0.6388544,-2.443484,-2.342601,-4.488682,-0.8810064,-5.349275,-1.584036,-2.012661,-2.634558,-0.8566467,-0.6419315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[10_11_14_15],[4_7_11_15_20],psucssa
126,1,27,-5.177113,-5.818339,-0.6155729,-5.447015,#NAME?,-3.909417,-4.892569,-1.601979,-3.490276,-4.939158,-2.823375,-0.8059883,-3.386028,-1.432731,-2.715725,-2.464195,-3.164854,-1.300497,-0.8051347,-2.070877,-2.688487,-6.794429,-1.992051,-5.141025,-5.743818,-5.216941,-0.8671994,-0.4874498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[21_22],[2_4_7_10_11_18_22_26],psucssa
127,1,13,-4.575053,-6.16107,-1.740713,#NAME?,-2.909323,-3.937251,-5.048678,-1.730993,-6.357863,-3.19712,-6.667284,-3.727654,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_4_10_11_12],[2_3_4_9_11_12],psucssa
128,1,6,-4.366777,-6.131726,-2.981251,#NAME?,-2.785588,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5],[3_4],psucssa
129,1,12,-4.683601,-0.908485,#NAME?,-5.372632,-6.867423,-2.346007,-4.964974,-4.217606,-7.144613,-5.734281,-3.445896,-0.3186229,-0.3564932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],[11],psucssa
130,1,11,-6.100998,-3.270463,-3.968558,-3.83968,-4.776823,-5.918941,-1.073489,-4.363779,-5.959586,-2.392625,-1.42613,-0.335369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4],[6_10],psucssa
131,1,14,-5.230359,-0.9052646,-4.437226,-4.463209,-6.061276,-0.9057301,-4.483077,-5.959586,-5.221788,-0.9544355,-5.30965,-6.309819,-5.512712,-0.9697855,-0.3715076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_5_10],[1_5_9_13],psucssa
132,1,17,-4.269867,-4.124582,-4.792416,-5.854287,-6.027914,-6.867423,-5.677073,-3.375101,-3.98376,-0.9280026,-0.2688453,-0.7224511,-5.78358,-3.555848,-3.001836,-4.950258,-1.149027,-0.80618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5_6],[11_16],psucssa
133,1,15,-5.445959,-1.421461,-3.839086,-3.20892,-1.107018,-6.176573,-0.9149892,-5.726803,-0.5081555,-2.849535,-2.409096,-1.687232,-5.503237,-5.305063,-2.799943,-2.316124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[13_14],[6_8],psucssa
134,1,5,-5.001022,-3.550363,-5.758753,-7.253771,-2.432533,-3.02388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],,psucssa
135,1,7,-4.722855,#NAME?,-2.025023,-2.568168,-3.072737,-3.361425,-5.023704,-2.49096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],,psucssa
136,1,7,-4.722855,#NAME?,-2.025023,-2.568168,-3.072737,-3.361425,-5.023704,-2.49096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],,psucssa
137,1,7,-4.722855,#NAME?,-2.025023,-2.568168,-3.072737,-3.361425,-5.023704,-2.49096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],,psucssa
138,1,19,-4.652567,-6.968827,-3.68498,-6.027836,-6.803387,-4.024155,-3.62658,-1.168541,-5.350997,-0.8166095,-2.843066,-5.073422,-2.946125,-4.17469,-0.1710705,-1.65746,-1.961065,-6.378576,-1.039428,-0.3857911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[9_18],psucssa
139,1,5,-4.722855,-2.083894,-4.28946,#NAME?,-6.820245,-2.037824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],,psucssa
140,1,4,-4.652567,-6.968827,-5.11364,-1.759728,-1.089169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[3],psucssa
141,1,21,-5.445959,-4.579879,-6.014569,-2.331182,-0.5658115,-3.886795,-4.78202,-0.9934592,-2.337913,-2.066634,-6.175722,-0.6388544,-2.443484,-2.342601,-4.488682,-0.8810064,-5.349275,-1.584036,-2.012661,-2.634558,-0.8566467,-0.6419315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[10_11_14_15],[4_7_11_15_20],psucssa
142,1,21,-5.445959,-4.579879,-6.014569,-2.331182,-0.5658115,-3.886795,-4.78202,-0.9934592,-2.337913,-2.066634,-6.175722,-0.6388544,-2.443484,-2.342601,-4.488682,-0.8810064,-5.349275,-1.584036,-2.012661,-2.634558,-0.8566467,-0.6419315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[10_11_14_15],[4_7_11_15_20],psucssa
143,1,10,-5.637844,-1.130856,-0.03778856,-4.189772,-1.635233,-5.981416,-3.930037,-1.063136,-5.249095,-0.9488475,-1.029963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[9],psucssa
144,1,13,-4.575053,-6.16107,-1.740713,#NAME?,-2.909323,-3.937251,-5.048678,-1.730993,-6.357863,-3.19712,-6.667284,-3.727654,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_4_10_11_12],[2_3_4_9_11_12],psucssa
145,1,17,-5.637844,-3.099176,-0.328867,-1.024982,-2.861684,-0.4540823,#NAME?,-1.197862,-2.332879,-3.26468,-0.2972204,-3.713046,-0.8965451,-5.595665,-1.054566,-6.23208,-1.378143,-0.629897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7],[7_12_16],psucssa
146,1,14,-5.886802,-6.308009,-1.350515,-5.907382,-2.809915,-4.00463,-1.252945,-6.999887,-2.410578,-3.876271,-4.052921,-0.8991196,-2.96861,-0.9923027,-0.3945525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_5_6],[2_6_13],psucssa
147,1,5,#NAME?,-1.197862,-6.112469,-1.306679,-1.081154,-0.3269399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[0_1_4],psucssa
148,1,14,-5.073573,-2.436129,-4.293173,-0.84432,-4.071599,-2.847254,-1.681669,-4.483475,-0.4526788,-5.821181,-4.030155,-2.212406,-6.833535,-1.361728,-0.4466268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[12_13],[3_6_8_13],psucssa
149,1,4,-3.967804,-3.16354,-0.7998947,-2.891236,-3.100087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],,psucssa
150,1,5,-3.699992,-2.919932,-5.702826,-5.298923,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[0_2],psucssa
151,1,7,-6.258925,-4.313113,-3.577726,-1.542977,-0.6656479,-5.353633,-1.312258,-0.4745741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[4_6],psucssa
152,1,7,-3.529129,-3.578183,-5.693485,-6.867423,-5.677073,-7.462402,-4.853328,-2.861908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3_4_5_6],,psucssa
153,1,12,-3.527254,-2.296368,-1.612784,-4.100225,-4.126503,-3.879233,-1.112657,-6.422129,-6.129219,-4.016349,-6.719033,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_5_6],[6_11],psucssa
154,1,7,-4.404566,-2.443484,-1.504958,-0.2662679,-2.838236,-1.376737,-1.093286,-0.4570663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[3_6],psucssa
155,1,9,-4.772542,#NAME?,-1.197862,-3.403199,-2.636719,-4.662291,-5.06757,-5.204168,-0.9486561,-0.4234259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6],[1_2_8],psucssa
156,1,5,-5.514662,-3.244052,-4.323356,-5.092282,-6.796175,-2.184175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],[1],psucssa
157,1,14,-5.886802,-3.113293,-5.749864,-2.406438,-3.659142,-4.278619,-0.9759859,-5.259154,-0.3296752,-4.331759,-0.7809263,-5.692241,-3.17702,-0.863662,-0.4368242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[1_3_6_8_10_12_13],psucssa
158,1,9,-3.370151,-1.017816,-2.144118,-5.629681,-6.186459,-4.729979,-6.127382,-1.362167,-3.918704,-2.777015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5_6_7_8],,psucssa
159,1,7,-5.415995,-3.759469,#NAME?,-4.716341,-5.80657,-5.593042,-6.39955,-3.057716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2],,psucssa
160,1,34,-3.450323,-1.363612,-1.152768,-2.098636,-6.514619,-1.39794,-4.097824,-4.829665,-5.48101,-5.2004,-0.9633739,-3.974781,-2.670642,-1.135687,-3.637994,-4.66231,-3.848057,-3.270929,-2.110183,-1.915466,-2.029632,-5.904368,-0.2730013,-1.501024,-6.096356,-1.648318,-4.204472,-1.870209,-4.629084,-1.127309,-3.376528,-3.266965,-3.119737,-0.8325089,-0.3293636,,,,,,,,,,,,,,,,,,,,,,,,,,[16_19_20],[8_20_22_25_29_33],psucssa
161,1,22,-4.374603,-1.938197,-0.2455528,-5.519196,-1.824707,-2.294847,-5.414762,-1.850998,-7.374193,-1.772481,-7.089008,-3.11686,-5.171039,-4.546617,-0.7084641,-3.713787,-4.86546,-2.824531,-5.150318,-1.547273,-2.11235,-1.120574,-0.4357286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7_8_9_10],[2_7_9_14_21],psucssa
162,1,6,-3.881124,-6.304888,-3.218899,-0.6587775,-5.257017,-5.059097,-3.562512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[3],psucssa
163,1,8,-5.012303,-5.974389,-4.705296,-3.53085,-4.337279,-4.531465,-2.933994,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7],[6_7],psucssa
164,1,6,-7.042348,-6.385371,-4.534134,-2.629761,-4.934294,-1.166759,-3.836476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,psucssa
165,1,6,-7.042348,-6.385371,-4.534134,-2.629761,-4.934294,-1.166759,-3.836476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,psucssa
166,1,9,-4.396187,-3.136807,-3.230629,-2.184703,-5.479763,-4.446332,-5.356141,-3.401638,-3.308549,-3.706106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5],,psucssa
167,1,12,-7.042348,-2.436456,-4.221547,-2.789743,-1.28311,-4.194023,#NAME?,-5.356089,-4.472029,-4.855608,-2.326992,-2.528825,-0.2741897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7],[1_10_11],psucssa
168,1,16,-4.366777,-4.6344,#NAME?,-3.927562,-1.375721,-1.633469,-2.77951,-4.385143,-2.140434,-4.068096,-1.126606,-2.014609,-2.104658,-3.958095,-4.974262,-4.654117,-1.035246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2],[15],psucssa
