SentenceID,CodeSwitchStatus,NumberOfWords,Surprisal1,Surprisal2,Surprisal3,Surprisal4,Surprisal5,Surprisal6,Surprisal7,Surprisal8,Surprisal9,Surprisal10,Surprisal11,Surprisal12,Surprisal13,Surprisal14,Surprisal15,Surprisal16,Surprisal17,Surprisal18,Surprisal19,Surprisal20,Surprisal21,Surprisal22,Surprisal23,Surprisal24,Surprisal25,Surprisal26,Surprisal27,Surprisal28,Surprisal29,Surprisal30,Surprisal31,Surprisal32,Surprisal33,Surprisal34,Surprisal35,Surprisal36,Surprisal37,Surprisal38,Surprisal39,Surprisal40,Surprisal41,Surprisal42,Surprisal43,Surprisal44,Surprisal45,Surprisal46,Surprisal47,Surprisal48,Surprisal49,Surprisal50,Surprisal51,Surprisal52,Surprisal53,Surprisal54,Surprisal55,Surprisal56,Surprisal57,Surprisal58,Surprisal59,Surprisal60,CorpusName
370,0,3,-5.637844,-2.5407,-2.998058,-1.129408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
371,0,3,-4.785907,-5.43399,-4.735181,-2.19501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
372,0,15,-6.100998,-5.668508,-6.501049,-5.47136,-3.942882,-2.397506,-3.242918,-0.6173,-4.153256,-3.107018,-3.117316,-3.016506,-3.578532,-2.804494,-0.6786942,-0.3687236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
373,0,5,-5.001022,-5.35172,-1.974547,-5.78552,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
374,0,5,-6.100998,-4.904301,-1.974547,-5.78552,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
375,0,5,-3.213507,-4.031432,-3.18581,-3.308549,-1.291725,-0.4888145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
376,0,4,-4.512905,-2.121626,-5.451661,-4.808743,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
377,0,7,-4.291057,-5.561711,-2.946486,-5.325308,-3.061465,-4.374698,-1.330139,-4.170378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
378,0,13,-3.007416,-8.389076,-0.7678009,-7.707732,-3.668869,-4.132708,-5.099996,-1.12282,-3.1474,-4.676198,-2.388192,-0.2304489,-1.093286,-0.4570663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
379,0,22,-5.023885,-3.40494,-3.494818,-3.494818,-3.494818,-3.494818,-3.494818,-3.494818,-3.494818,-3.494818,-5.962392,-3.171431,-5.08513,-3.387264,-3.494818,-3.494818,-3.494818,-3.494818,-3.494818,-3.494818,-3.494818,-3.494818,-2.921164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
380,0,6,-5.478143,-5.794082,-1.64597,-3.250499,-3.077443,-2.998941,-1.572921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
381,0,6,-6.527233,-3.982101,-7.086029,-2.789452,-4.472456,-1.132511,-0.3945525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
382,0,10,-7.042348,-4.393166,-3.508442,-3.995323,-0.965964,-4.184912,-0.9841391,-4.90053,-5.13694,-0.8636659,-3.04487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
383,0,4,-5.048018,-5.249718,-5.354101,-0.7904912,-3.300076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
384,0,5,-5.76191,-5.682628,-5.052859,-2.861468,-1.834715,-0.4466268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
385,0,3,-5.336814,-4.122341,-0.2255143,-0.035459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
386,0,6,-5.75457,-4.09892,-2.648355,-5.958216,-0.9462736,-5.328752,-3.152847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
387,0,3,-5.361638,-3.415037,-4.991883,-2.322209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
388,0,4,-5.336814,-4.798753,-4.744375,-0.9491778,-0.4809142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
389,0,3,-4.828659,-4.461003,-0.2255143,-0.035459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
390,0,5,-3.550299,-5.304458,-2.790681,-7.02878,-1.407314,-0.5849295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
391,0,3,-4.430718,-5.947989,-1.050286,-0.4210053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
392,0,11,-2.949325,-2.642761,#NAME?,-5.243498,-1.059009,-2.074879,-1.817664,-5.87404,-5.663749,-5.024858,-1.324555,-0.4771213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
393,0,4,-4.103536,-3.027065,-1.06923,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
394,0,5,-4.512905,-3.756386,-3.214773,-2.95941,-2.087146,-0.3713175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
395,0,4,-4.717025,-4.498012,-6.690868,-1.085915,-0.7476568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
396,0,5,-4.003255,-5.47437,-2.853034,-1.492142,-4.162045,-1.027837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
397,0,8,-3.260659,-2.428337,-2.956242,-3.698874,-3.851827,-3.582579,-3.407831,-0.3741371,-0.5530584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
398,0,5,-3.007416,-7.179004,-5.690403,-2.020215,-5.264168,-3.095014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
399,0,6,-5.445959,-2.674075,-6.738266,-2.610025,-2.395643,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
400,0,16,-4.968837,-1.651086,-3.342897,-2.65735,-1.04342,-4.095883,-4.616126,-4.039603,-0.5925668,-3.426913,-3.235952,-4.411235,-2.513688,-5.23046,-1.02772,-1.728815,-0.5128034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
401,0,8,-4.317929,-5.623641,-2.651278,-2.456458,-3.435632,-3.81929,-4.371679,-0.9919154,-0.4886634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
402,0,3,-5.688997,-4.478161,-1.962407,-0.3296421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
403,0,6,-7.042348,-5.377638,-3.329773,-7.652528,-5.377638,-3.329773,-2.469727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
404,0,4,-3.23301,-3.07979,-0.9003671,-4.015915,-0.9601731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
405,0,4,-4.968837,-3.016143,-3.678421,-4.875974,-3.951883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
406,0,3,-5.976814,-4.85157,-2.467868,-3.604763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
407,0,4,-5.637844,-6.135302,-1.200652,-3.9338,-1.628551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
408,0,6,-3.881124,-4.641695,-3.942511,-4.351453,-3.942511,-4.351453,-3.271313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
409,0,4,-4.938874,-2.802855,-5.271287,-5.638311,-3.747365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
410,0,21,-4.968837,-4.171689,-6.138995,-1.028766,-5.814481,-3.180146,-3.728621,-0.9576563,-5.991759,-6.084953,-1.190046,-3.891906,-2.610297,-4.847384,-5.744315,-6.185456,-1.069421,-2.40691,-4.84882,-4.487812,-0.8258594,-0.3879558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
411,0,15,-3.527254,-4.040179,-3.534718,-4.944792,-3.81724,-4.128736,-3.238333,-4.061396,-0.7954103,-2.406096,-1.354857,-5.87536,-2.07831,-7.592907,-0.8702087,-0.4442767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
412,0,3,-2.646519,-2.954737,-0.3707697,-0.5138679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
413,0,8,-2.62365,-1.703618,-2.908919,#NAME?,-4.193543,-4.903872,-4.588817,-1.627634,-0.423602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
414,0,6,-2.328403,-0.8585079,-5.337719,-3.813755,-0.8180184,-3.592026,-3.548713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
415,0,6,-4.291057,-3.543247,-3.895841,-3.889099,-5.412345,-2.620515,-2.689304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
416,0,21,-5.387967,-4.266511,-5.480344,-2.176617,-5.203797,-5.001581,-4.896363,-3.065878,-0.7155933,-4.98939,-2.300025,-4.037918,-2.151689,-0.7844002,-5.353772,-6.391162,-0.8785416,-2.519604,-6.942991,-2.122359,-0.937551,-0.5493164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
417,0,8,-5.357115,-4.842099,-3.233785,-2.155061,-3.546104,-0.1918855,-1.367517,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
418,0,8,-5.512905,-3.560552,-5.530509,-3.53085,-0.6587775,-2.831914,-4.206208,-5.348473,-1.19898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
419,0,13,-4.366777,-3.699254,-1.199308,-3.383407,-3.247077,-4.703482,-3.762279,-4.156088,-3.065421,-5.164565,-5.180181,#NAME?,-1.427697,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
420,0,4,-4.103536,-4.90489,-2.875441,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
421,0,4,-6.527233,-8.215453,-5.256197,-1.201446,-0.350248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
422,0,11,-3.535944,-4.775608,-2.065986,-5.35071,-4.596832,-2.845493,-3.166133,-6.046928,-5.066114,-5.475235,-0.1054398,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
423,0,4,-3.699992,-3.685491,-3.308549,-5.207014,-0.7310027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
424,0,3,-3.881124,-3.489647,-0.90309,-0.4046325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
425,0,3,-5.637844,-4.865819,-0.6150455,-0.4071891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
426,0,4,-6.527233,-5.440856,-4.472456,-1.132511,-0.3945525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
427,0,9,-5.886802,-5.003489,-4.102217,-1.157154,-2.516697,-6.942991,-3.98888,-1.782907,-0.7249983,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
428,0,5,-5.387967,-3.39245,-5.494988,#NAME?,-1.427697,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
429,0,3,-4.575053,-0.5698753,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
430,0,4,-4.618958,-4.907882,-3.126593,-1.524468,-1.099839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
431,0,17,-3.923701,-5.747526,-2.611901,-4.36547,-3.927015,-1.399267,-4.900262,-3.747087,-3.344751,-4.389386,-0.7214034,-1.627735,-3.016042,-3.352942,-3.459082,-3.151051,-1.178777,-0.3858326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
432,0,4,-6.636354,-3.98888,-1.782907,-0.7249983,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
433,0,4,-4.495176,-5.640717,-5.349471,-1.912566,-0.2762064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
434,0,4,-5.177113,-2.831991,-4.021317,-0.9994671,-0.4901549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
435,0,18,-4.884516,-1.735407,-3.853772,-4.966158,-0.9694159,-4.298796,-5.735535,-1.22727,-4.459791,-3.211621,-0.4977793,-3.175838,-0.6598127,-5.779892,-3.715956,-1.651086,-0.5704538,-2.075808,-0.4870295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
436,0,3,-4.766012,-1.822726,-3.417918,-3.798413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
437,0,9,-3.527254,-5.437346,-4.391922,-3.145891,-5.852434,-3.867854,-0.3937822,-4.903556,-0.9785694,-0.350248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
438,0,10,-3.547939,-0.6479483,-5.301408,-0.9444827,-2.297246,-3.776043,-7.291206,-0.8709053,-3.871634,-0.5137057,-0.4469265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
439,0,7,-5.073573,-3.010159,-4.271956,-5.243418,-4.769159,-4.472456,-3.465959,-0.6238034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
440,0,4,-3.563109,-5.1181,-7.635443,-2.122359,-3.914284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
441,0,8,-7.042348,#NAME?,-1.197862,-4.058344,-3.290663,-2.625732,-2.821937,-5.405442,-2.322327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
442,0,4,-6.100998,#NAME?,#NAME?,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
443,0,4,-6.258925,-5.064896,-4.611813,-3.011727,-4.306571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
444,0,7,-3.213507,-3.831859,-2.018441,-1.535776,-5.39648,-5.256728,-1.260268,-0.4284293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
445,0,7,-2.715695,-4.139023,-1.475477,-3.401607,-3.764669,-5.668606,-2.981251,-2.780173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
446,0,8,-3.007416,-3.305384,-0.4319591,-3.7085,-5.356897,-4.472456,-3.465959,-0.2172936,-0.5128034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
447,0,12,-3.370151,-6.418714,-6.506729,-4.505001,-2.905492,-2.744933,-6.047349,-1.084997,-5.273765,-0.9595714,-4.685493,-2.998058,-1.129408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
448,0,7,-4.705596,-4.243604,-3.864539,-3.10633,-3.981563,-4.111959,-4.342585,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
449,0,7,-6.527233,-3.280912,-2.317212,-3.517511,-3.573799,-2.597015,-2.179386,-0.9181671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
450,0,3,-4.828659,-4.461003,-1.436386,-0.1088882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
451,0,11,-5.688997,-4.478161,-1.962407,-3.868665,-3.900948,-3.913985,-2.002586,-4.221737,-5.978599,-2.046105,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
452,0,6,-2.715695,-4.139023,-1.475477,-3.401607,-3.764669,-3.53085,-2.780173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
453,0,3,-5.211875,-6.184404,-0.8237057,-0.4979049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
454,0,3,-5.804013,-4.199655,-3.308549,-3.706106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
455,0,13,-5.415995,-4.817927,-0.5967517,-6.791489,-2.269805,-0.9882128,-7.639093,-5.103273,-4.743006,-4.657037,-5.513863,-6.86123,-1.732466,-0.8059883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
456,0,5,-4.512905,-3.756386,-3.214773,-2.95941,-2.087146,-0.3713175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
457,0,6,-6.527233,-1.746957,-2.148195,-6.161403,-6.327322,-2.717549,-1.640317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
458,0,3,-4.642696,-4.503422,-1.730603,-2.942405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
459,0,5,-5.336814,-1.493422,-1.720713,-3.253372,-1.575163,-4.310897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
460,0,3,-3.501123,-4.349051,-3.563321,-2.284174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
461,0,3,-5.688997,-4.478161,-1.962407,-0.3296421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
462,0,3,-5.023885,-2.188685,-1.177005,-0.306425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
463,0,3,-3.563109,-5.1181,-1.004669,-0.3764347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
464,0,8,-5.073573,-1.430376,-3.783599,-1.701568,-5.007392,-4.481365,-6.131759,-0.9415115,-0.6575773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
465,0,10,-2.791026,-4.19055,-1.20412,-0.2688453,-0.7224511,-3.329988,-5.759132,-0.9246232,-5.456455,-1.925241,-0.7988093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
466,0,9,-4.821235,-4.689675,-6.066541,-0.5811261,-4.177238,-3.649035,-1.409363,-3.882921,-2.673966,-1.898953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
467,0,16,-4.251642,-1.749933,-3.305684,-0.365231,-3.69719,-3.237241,-0.622718,-3.809836,-2.417716,-3.605983,-4.366809,-4.530068,-0.2172936,-3.066831,-2.24361,-0.6217147,-0.4128442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
468,0,9,-5.269867,-3.95667,-3.734898,-1.475477,-3.401607,-2.064362,-4.934887,-4.482961,-0.6328061,-0.5019448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
469,0,4,-2.636784,-4.720368,-2.854648,-2.234485,-0.8211859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
470,0,4,-4.929329,-4.985514,-2.938219,-3.310961,-3.706106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
471,0,7,-2.715695,-4.139023,-1.475477,-4.026839,-5.563706,-3.218899,-0.6328061,-0.5019448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
472,0,3,-5.688997,-4.478161,-2.514937,-2.250553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
473,0,6,-4.137242,-0.3149658,-3.665887,-3.764669,-5.668606,-2.981251,-2.780173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
474,0,8,-5.886802,-5.233773,-2.112739,-4.829628,-2.736665,#NAME?,-2.105435,-0.863662,-0.4368242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
475,0,3,-3.881124,-3.598791,-1.291725,-0.4888145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
476,0,3,-5.001022,-3.041058,-5.208396,-2.19501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
477,0,20,-3.991114,-3.577481,-1.413318,-1.874156,-2.021439,-4.571683,-2.606657,-3.804299,-5.900224,-1.647138,-0.5808707,-4.404386,-4.742015,-4.424437,-0.7251962,-6.048986,-5.092625,-5.65689,-0.6656599,-5.327629,-3.152847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
478,0,15,-4.919989,-1.917052,-1.25954,-6.275155,-4.014976,-0.5818566,-4.966784,-4.005198,-4.551469,-0.8459074,-1.282074,-2.093545,-1.904174,-2.904632,-0.923748,-0.3427746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
479,0,5,-7.948301,-2.980555,-0.9413958,-2.291602,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
480,0,6,-3.588195,-5.511709,-5.797214,-3.850281,-6.699215,-0.8339258,-0.4771213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
481,0,15,-4.050508,-5.781155,-5.779138,-4.539348,-1.94514,-2.230081,-1.419058,-5.179534,-0.5925668,-4.243075,-5.602846,-4.00049,-2.786779,-2.300497,-0.8239087,-0.3709212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
482,0,13,-4.424769,-2.195154,-7.584195,-1.199107,-3.643719,-4.296021,-0.3125786,-2.109879,-3.496471,-3.658668,-2.758253,#NAME?,-2.919058,-0.5035132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
483,0,4,-5.886802,-5.450078,-5.824471,-1.231704,-0.4631105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
484,0,3,-4.867811,-0.493827,-2.312243,-0.4870295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
485,0,3,-3.501123,-4.473989,-0.9820795,-0.3237434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
486,0,3,-3.881124,-3.598791,-1.291725,-0.4888145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
487,0,8,-3.602192,-3.447209,-3.182932,-0.6087934,-5.396125,-1.897069,-0.622718,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
488,0,15,-3.09185,-4.956171,-3.043692,-4.130945,-3.848974,-1.203928,-3.280359,-4.633079,-5.627403,-2.635391,-4.509235,-3.041482,-6.097484,-5.072858,-1.022914,-0.6138872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
489,0,7,-3.657084,-5.577502,-3.357901,-6.408758,-3.789255,-4.933213,-0.8976271,-1.029963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
