SentenceID,CodeSwitchStatus,NumberOfWords,Surprisal1,Surprisal2,Surprisal3,Surprisal4,Surprisal5,Surprisal6,Surprisal7,Surprisal8,Surprisal9,Surprisal10,Surprisal11,Surprisal12,Surprisal13,Surprisal14,Surprisal15,Surprisal16,Surprisal17,Surprisal18,Surprisal19,Surprisal20,Surprisal21,Surprisal22,Surprisal23,Surprisal24,Surprisal25,Surprisal26,Surprisal27,Surprisal28,Surprisal29,Surprisal30,Surprisal31,Surprisal32,Surprisal33,Surprisal34,Surprisal35,Surprisal36,Surprisal37,Surprisal38,Surprisal39,Surprisal40,Surprisal41,Surprisal42,Surprisal43,Surprisal44,Surprisal45,Surprisal46,Surprisal47,Surprisal48,Surprisal49,Surprisal50,Surprisal51,Surprisal52,Surprisal53,Surprisal54,Surprisal55,Surprisal56,Surprisal57,Surprisal58,Surprisal59,Surprisal60,CorpusName
0,0,4,-4.215509,-5.685733,-1.605482,-0.2455528,-3.278057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
1,0,6,-8.677697,-5.565995,-2.911037,-4.791947,-4.756965,-1.122112,-0.4068164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
2,0,11,-7.042348,-5.623618,#NAME?,-3.969365,-0.5611079,-5.082354,-5.337333,-2.394288,-3.967228,-4.91541,-3.876608,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
3,0,17,-3.222314,-1.591621,-1.601642,-2.798994,-0.4208078,-5.109083,-6.387198,-0.6956164,-2.14178,-5.656124,-2.705751,-4.996892,-1.420998,-2.57814,-5.729619,-4.93294,-0.966715,-0.5195251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
4,0,12,-3.732348,-3.474315,-2.645196,-1.50642,-1.384367,-6.566783,-4.492096,-5.557398,-2.141916,-5.584549,-0.09235489,-0.8569374,-0.4368242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
5,0,4,-2.715695,-3.637303,-2.684893,-0.8859594,-0.5195251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
6,0,5,-4.215509,-3.488365,-3.084326,-5.941355,-2.680221,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
7,0,11,-2.636784,-2.342519,-4.556916,-1.52126,-5.096117,-6.67946,-4.499696,-2.155061,-1.426237,-0.1915457,-4.867256,-1.026329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
8,0,5,-4.255627,-4.906775,-2.54931,-5.660635,-4.133075,-2.279539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
9,0,3,-5.269867,-5.499402,-4.756607,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
10,0,4,-4.291057,-3.066126,-5.565017,-1.480813,-0.6833649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
11,0,4,-5.637844,-1.90027,-3.749229,-2.599973,-2.897534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
12,0,11,-4.322574,-1.123385,-0.4842433,-4.010109,-7.480666,-2.432533,-1.104502,-2.895719,-0.03799532,-3.448905,-0.8367215,-0.5881106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
13,0,7,-4.495176,-3.504291,-4.70753,-0.9534473,-3.434547,-6.529276,-1.08715,-0.446087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
14,0,9,-3.535944,-3.356479,-4.413974,-5.666257,-1.45719,-5.083141,-5.23945,-4.224194,-1.742426,-0.6232493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
15,0,8,-3.804626,-5.523921,-5.3416,-2.955578,-1.635233,-5.354517,-5.017547,-4.601522,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
16,0,4,-5.415995,-5.326251,-4.224194,-1.742426,-0.6232493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
17,0,7,-2.791026,-5.695485,-4.807052,-5.114741,-5.802201,-6.166569,-0.8237057,-0.4979049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
18,0,4,-5.269867,-4.740093,-3.675351,-0.6328061,-0.5019448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
19,0,8,-3.535944,-1.384044,-2.38483,-5.770715,-4.507313,-2.133995,-4.045401,-2.181886,-0.4704907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
20,0,15,-2.62365,-1.570496,-6.681036,-2.409362,-3.425497,-2.078275,-2.159149,-4.567282,-4.942033,-8.002356,-4.685576,-4.985581,-0.7127583,-5.140861,-1.263594,-0.4902949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
21,0,13,-2.949325,-1.943791,-4.07065,-4.497956,-0.8985423,-4.07748,-1.988802,-1.638043,-3.929289,-6.439031,-5.109189,-5.541397,-1.131529,-0.4811801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
22,0,13,-5.886802,-1.31969,-3.945773,-2.030857,-4.505722,-0.9945371,-3.202995,-1.495947,-3.747647,-2.169723,-1.001675,-4.419144,-1.234083,-0.5042735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
23,0,22,-2.791026,-5.695485,-2.909632,-0.243038,-1.601642,-3.17252,-2.725951,-0.4771213,-1.447158,-4.365974,-0.8260748,-2.888488,-2.843259,-0.1031397,-4.443671,-0.5195702,-3.11446,-1.211324,#NAME?,-1.397776,-3.810622,-0.6779443,-0.3548599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
24,0,6,-5.144928,-2.686222,-1.471537,-5.503237,-4.93294,-1.728974,-0.4670209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
25,0,6,-5.415995,-4.050811,-3.984745,-2.980443,-5.51918,-1.409219,-0.350248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
26,0,10,-5.415995,-4.050811,-2.289129,-1.462744,-5.503237,-5.57337,-1.29127,-3.168851,-7.375365,-1.365808,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
27,0,24,-4.159117,-6.450111,-3.20202,-1.455138,-2.878793,-2.3444,-4.969377,-3.916257,-2.628867,-6.57007,-1.142574,-2.98466,-3.720149,-0.622718,-2.519077,-2.085806,-4.185326,-6.137751,-3.888329,-5.410761,-1.329496,-1.820229,-2.544174,-0.5179153,-0.4368242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
28,0,5,-2.328403,-5.870677,-3.01144,-4.220482,-1.275931,-0.4670209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
29,0,8,-5.387967,-3.846521,-5.685214,-1.455138,-6.658782,-3.980152,-6.716458,-1.085915,-0.7476568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
30,0,15,-2.949325,-1.734276,-3.070292,-0.7152783,-1.862088,-1.931603,-2.717601,-0.6127838,-6.086453,-4.379893,-6.000622,-3.553723,-3.09705,-4.957789,-1.296039,-0.4149733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
31,0,3,-3.249861,-6.105929,-1.169046,-0.4516741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
32,0,13,-6.258925,-5.487165,-2.454219,-0.5658115,-3.876888,-5.5373,-0.8785416,-2.519604,-4.096268,-5.090438,-3.042606,-3.471375,-0.7086574,-0.5642715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
33,0,11,-4.302052,-2.974333,-2.500334,-1.687232,-5.503237,-3.332873,-2.830521,-0.5185139,-3.569764,-4.821809,-1.092914,-0.3672734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
34,0,8,-5.637844,-0.9667723,-4.929999,-0.8645111,-5.965428,-5.097526,-5.598162,-1.77797,-0.3233064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
35,0,10,-4.159117,-0.4373341,-1.871361,-1.503383,-1.848585,-3.51681,-3.23614,-4.766381,-6.846604,-4.363343,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
36,0,10,-2.949325,-1.943791,-3.511342,-4.863565,-0.8424779,-5.409266,-2.720807,-1.555099,-3.879228,-3.545947,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
37,0,14,-2.896868,-4.094051,-1.902466,-5.35546,-1.027837,-5.050814,-1.272043,-1.937016,-1.788091,-5.206382,-4.273657,#NAME?,-4.71947,-2.632255,-0.9487033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
38,0,17,-4.239904,-7.440647,-3.957648,-2.574076,-0.1944826,-0.4733116,-0.532717,-2.43188,-3.906589,-3.532386,#NAME?,-2.104872,-3.487185,-3.568229,-3.764796,-2.858636,-3.74633,-0.3261143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
39,0,5,-6.258925,-3.265959,-3.078321,-6.394945,-3.626795,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
40,0,15,-4.813935,-2.389885,-6.416388,-5.238295,-3.896798,-1.609239,-2.543796,-2.861583,-3.40672,-4.393926,-1.871929,-3.814842,-5.160771,-3.452109,-3.154961,-1.575353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
41,0,17,-3.98786,-3.91412,-3.386841,-0.8059883,-4.033514,-5.438033,-1.330245,-4.153699,-4.145011,-1.692693,-0.7850661,-2.506113,-2.500205,-1.674956,-1.126363,-3.526362,-5.08787,-2.19501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
42,0,8,-3.59865,-2.539451,-4.281279,-4.366132,-6.035374,-0.7819946,-4.72555,-0.8750613,-0.6268836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
43,0,6,-5.269867,-5.499402,-4.874042,-4.223194,-3.011727,-0.3203351,-0.4191293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
44,0,29,-4.076213,-3.058937,-4.764591,-5.807478,-2.675778,-5.728323,-3.018248,-3.679737,-0.544068,-4.143966,-5.331597,-4.056154,-1.447474,-3.005185,-1.770077,-5.667714,-5.57337,-1.25625,-3.836735,-4.27653,-5.319258,-1.500031,-2.539254,-3.645386,-1.998903,-3.472953,-6.121415,-7.065207,-0.8091855,-0.3637311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
45,0,11,-6.258925,-4.135893,-1.681356,-2.382293,-5.089802,-2.922044,-3.717938,-3.113927,-2.890225,-5.16351,-1.852045,-0.4984406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
46,0,16,-5.415995,-5.907206,-2.909131,-1.301735,-1.747718,-2.867961,-2.699567,-1.470186,-3.270126,-3.611173,-3.658033,-4.076482,-2.527742,-1.408048,-4.097976,-0.726807,-0.5629079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
47,0,13,-4.455366,-1.680257,-4.090818,-0.629897,-5.553919,-3.154587,-1.591452,-0.534119,-5.971601,-3.211471,-3.753779,-3.453571,-0.5049582,-0.6532125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
48,0,15,-3.535944,-2.465631,-5.689569,-1.958433,-2.679791,-2.038394,-5.667714,-4.93294,-2.53533,-5.898289,-3.720179,-3.866924,-4.52629,-3.285568,-0.863662,-0.4368242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
49,0,16,-3.222314,-1.591621,-3.958781,-3.864539,-1.455138,-5.503237,-2.596043,-4.04623,-1.190326,-2.766175,-4.597183,-2.343791,-3.142366,-6.454475,-3.521939,-1.034865,-0.347692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
50,0,28,-4.410243,-5.855847,-1.073926,-4.572483,-2.742167,-5.980248,-0.9153855,-6.296344,-6.376999,-4.343062,-3.559633,-1.364868,-4.731287,-6.327209,-0.9949205,-5.175585,-5.504587,-2.371557,-0.3553877,-5.005437,-1.251517,-5.221436,-1.628136,-5.184949,-1.39466,-5.219282,-3.29167,-0.8213959,-0.4149733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
51,0,5,-3.501123,-4.428232,-4.016349,-4.803008,-1.131529,-0.4811801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
52,0,3,#NAME?,-5.243498,-0.9292497,-0.4977357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
53,0,4,-6.100998,-1.990388,-5.7235,-1.258286,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
54,0,7,-2.791026,-5.695485,-2.838277,-1.239227,-5.779892,-1.730221,-0.4196835,-0.7433891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
55,0,3,-5.637844,-4.788049,-1.596259,-0.5414085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
56,0,5,-3.501123,-2.908404,-6.847403,-2.381168,-3.859633,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
57,0,4,-5.177113,-2.831991,-4.021317,-0.9994671,-0.4901549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
58,0,5,-5.886802,-3.447584,-2.286637,-2.529841,-0.8193536,-0.6297314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
59,0,7,-6.258925,-4.417907,-4.163125,#NAME?,-3.159547,-3.459783,-0.96393,-0.3707161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
60,0,7,-4.141838,-2.462813,-2.742624,-4.297067,-1.156321,-4.048797,-0.8426741,-0.5209864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
61,0,8,-5.512905,-2.080929,-6.318498,-3.088415,-5.135391,-2.641032,-3.606417,-0.8566467,-0.6419315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
62,0,8,-4.570897,-4.814256,-0.9934592,-4.718251,-1.139179,-4.626124,-6.002708,-0.6977744,-0.4225003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
63,0,9,-3.527254,-4.040179,-2.295993,-0.9863015,-1.717976,-5.514546,-3.654981,-2.286637,-1.76848,-0.5089473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
64,0,10,-5.886802,-1.31969,-2.679885,-2.333816,-2.529841,#NAME?,-2.366728,-5.279712,-4.93294,-0.966715,-0.5195251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
65,0,17,-3.568012,-4.638288,-4.779879,-2.791571,-1.13947,-2.112528,-0.4321387,-1.83977,-1.974397,-0.4253783,-4.625391,-0.6959645,-5.056637,-1.891776,-4.791681,-1.802127,-0.4977793,-0.4451302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
66,0,10,-4.876083,-2.558667,-0.8345106,-3.78315,-4.547348,-0.4891628,-4.790125,-3.034458,-4.233019,-0.7367586,-0.4058753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
67,0,5,-3.567601,#NAME?,-4.622641,-3.93785,-1.939,-3.015056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
68,0,15,-3.145239,-3.431137,-3.229056,-5.075235,-1.257224,-2.176602,-4.987225,-0.6922366,-3.340718,-3.337013,-3.931014,-3.19815,-1.635856,-3.104981,-1.883981,-0.4604476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
69,0,6,-3.801801,-1.604032,-4.950002,-5.404144,-6.164794,-3.555483,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
70,0,7,-5.512905,-4.35849,-3.044444,-2.11923,-0.4863122,-4.61709,-1.203928,-0.2656519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
71,0,4,-3.065489,-0.6650633,-4.601481,-1.244829,-0.589348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
72,0,4,-4.315625,-2.945323,-2.010257,-1.262624,-0.5354251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
73,0,5,-3.568012,-5.361506,-3.171141,-7.305973,-0.9010747,-0.6297314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
74,0,7,-2.791026,-5.695485,-2.147275,-5.076678,-1.448304,-0.8880262,-0.69897,-0.2656519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
75,0,6,-3.222314,-1.591621,-3.958781,-1.306866,-0.8880262,-0.69897,-0.2656519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
76,0,22,-2.677585,-1.652051,-5.97431,-4.850151,-5.332943,-5.926636,-0.7214034,-2.116913,-4.193738,-1.307162,-5.746109,-4.778843,-1.395372,-3.239464,-1.495439,-5.963125,-3.05601,-3.804077,-6.185788,-1.921687,-5.932368,-1.23241,-0.9585102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
77,0,7,-2.791026,-5.695485,-6.309048,-1.783384,-2.294847,-6.252996,-0.8616973,-0.6532125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
78,0,3,#NAME?,-5.243498,-0.9292497,-0.4977357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
79,0,3,-5.804013,-6.28716,-0.8237057,-0.4979049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
80,0,3,-4.772542,-1.363081,-1.661305,-0.2912702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
81,0,8,-4.806756,-3.177254,-5.383145,-3.739702,-4.181509,-5.944695,-4.135591,-0.8276999,-0.3944347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
82,0,7,-3.529129,-3.264564,-2.923864,-2.854511,-3.647956,-0.6939341,-0.7704188,-0.7836418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
83,0,9,-5.073573,-2.727612,-3.744676,-0.2729289,-4.01179,-5.576811,-0.6720093,-8.429308,-1.704822,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
84,0,11,-5.976814,-1.705884,-4.953685,-0.7207134,-4.74303,-2.512137,-2.77623,-4.26918,-3.476088,-5.363558,-1.625998,-0.6320232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
85,0,11,-5.976814,-3.558488,-2.123277,-4.404692,#NAME?,-1.397776,-4.544015,-6.187898,#NAME?,-5.115943,-4.617445,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
86,0,14,-5.035784,-6.595182,-5.618956,-3.001493,-5.63158,-2.696222,-4.589204,-0.2596373,-3.515315,-0.6960008,-1.27737,-4.939981,-3.017584,-0.9008504,-0.4368242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
87,0,10,-5.886802,-3.670913,-0.8213816,-2.082816,-1.717976,-6.116605,-1.14178,-2.878194,-3.741866,-1.655329,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
88,0,31,-4.628299,-3.2899,-1.855936,-4.622108,-1.283899,-3.060353,-2.213105,-2.935308,-4.263114,-4.56888,-1.06419,-3.053959,-3.56516,-0.9576563,-2.195154,-4.278793,-0.8874426,-3.000304,-4.810753,-2.552417,-0.7998947,-4.207766,-4.467768,-1.191193,-4.479913,-5.846418,-5.612142,-0.8809078,-4.495251,-0.6541765,-0.7900504,-0.3801728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
89,0,9,-6.527233,-2.68178,-4.555143,-2.487469,-1.699935,-3.780072,-0.7787857,-3.005658,-0.5539148,-0.4244689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
90,0,3,-5.637844,-4.865819,-3.678204,-0.9184051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
91,0,3,-5.637844,-4.865819,-3.678204,-0.9184051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
92,0,10,-3.527254,-2.296368,-5.139384,-4.30561,-4.983461,-5.553516,-2.311905,-0.8668415,-5.307046,-0.845098,-0.509306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
93,0,9,-2.677585,-2.42314,-4.21454,-1.06923,-7.195318,-1.558933,-4.596991,-7.459452,-1.51493,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
94,0,7,-3.213507,-6.560549,-6.936036,-3.975929,-1.549799,-3.288862,-4.936014,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
95,0,32,-5.445959,-4.783762,-3.136873,-1.855936,-4.622108,-1.283899,-3.060353,-2.213105,-2.935308,-4.263114,-4.56888,-1.06419,-3.053959,-3.56516,-0.9576563,-2.195154,-4.278793,-0.8874426,-3.000304,-4.810753,-2.552417,-0.7998947,-4.207766,-4.467768,-1.191193,-4.479913,-5.846418,-5.612142,-0.8809078,-4.495251,-0.6541765,-0.7900504,-0.3801728,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
96,0,9,-6.527233,-2.68178,-4.555143,-2.487469,-1.699935,-3.780072,-0.7787857,-3.005658,-0.5539148,-0.4244689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
97,0,3,-5.637844,-4.865819,-3.678204,-0.9184051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
98,0,5,-5.415995,-2.076135,-5.966272,-2.348305,-1.14178,-0.4253646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
99,0,8,-6.100998,-0.7938639,-7.680344,-0.7323937,-6.557298,-0.9736711,-1.402214,-4.95719,-1.439185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
100,0,5,-5.886802,-1.200772,#NAME?,-5.243498,-4.326986,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
101,0,3,#NAME?,-5.243498,-0.9292497,-0.4977357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
102,0,4,-6.100998,-1.990388,-5.7235,-1.258286,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
103,0,7,-2.791026,-5.695485,-2.838277,-1.239227,-5.779892,-1.730221,-0.4196835,-0.7433891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
104,0,3,-5.637844,-4.788049,-1.596259,-0.5414085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
105,0,5,-3.501123,-2.908404,-6.847403,-2.381168,-3.859633,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
106,0,6,-2.715695,-4.139023,-5.462072,-5.127764,-6.747117,-1.335792,-0.4886699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
107,0,4,-5.512905,-6.769275,-0.6255411,-5.119273,-2.067574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
