SentenceID,CodeSwitchStatus,NumberOfWords,Surprisal1,Surprisal2,Surprisal3,Surprisal4,Surprisal5,Surprisal6,Surprisal7,Surprisal8,Surprisal9,Surprisal10,Surprisal11,Surprisal12,Surprisal13,Surprisal14,Surprisal15,Surprisal16,Surprisal17,Surprisal18,Surprisal19,Surprisal20,Surprisal21,Surprisal22,Surprisal23,Surprisal24,Surprisal25,Surprisal26,Surprisal27,Surprisal28,Surprisal29,Surprisal30,Surprisal31,Surprisal32,Surprisal33,Surprisal34,Surprisal35,Surprisal36,Surprisal37,Surprisal38,Surprisal39,Surprisal40,Surprisal41,Surprisal42,Surprisal43,Surprisal44,Surprisal45,Surprisal46,Surprisal47,Surprisal48,Surprisal49,Surprisal50,Surprisal51,Surprisal52,Surprisal53,Surprisal54,Surprisal55,Surprisal56,Surprisal57,Surprisal58,Surprisal59,Surprisal60,CorpusName
593,0,9,-6.636354,-2.815607,-6.935335,-4.415348,-0.7425123,-4.499412,-5.042715,-5.778046,-1.402749,-0.4552928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
594,0,8,-3.213507,-5.560874,-1.502849,-1.480326,-1.872935,-4.604293,-2.119387,-1.476103,-0.4007535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
595,0,4,-5.177113,-2.831991,-8.677454,-1.635044,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
596,0,3,-5.361638,-4.90372,-5.622899,-0.9936768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
597,0,13,-1.464192,-3.098511,-3.308945,-4.359614,-1.916805,-3.804422,-1.009648,-4.358783,-1.983119,-4.638835,-0.328867,-4.365815,-0.296882,-0.5128034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
598,0,13,-1.464192,-3.098511,-3.308945,-4.359614,-1.916805,-3.804422,-1.009648,-4.358783,-1.983119,-4.638835,-0.328867,-4.365815,-0.296882,-0.5128034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
599,0,4,-4.495176,-1.357491,-2.845402,-5.824117,-2.342187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
600,0,9,-2.677585,-1.828142,-2.35604,-3.448824,-6.449721,-3.053406,-1.520512,-2.527159,-1.347478,-0.4180338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
601,0,15,-5.804013,-2.665972,-4.337596,-3.624235,-1.780698,-5.106519,-3.270572,-5.63918,-5.916197,-2.149219,-1.626132,-5.123863,-5.574565,-5.627924,-1.561523,-0.4771213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
602,0,7,-5.073573,-5.925557,-0.9938769,-4.169316,-3.09117,-6.394461,-1.220016,-0.6419315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
603,0,8,-4.366777,-4.6344,-4.709108,-2.038129,-3.285601,-4.159166,-5.850042,-0.1054398,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
604,0,5,-4.317929,-1.965329,-3.198024,-4.950258,-1.149027,-0.80618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
605,0,6,-5.048018,-2.227266,-5.87068,-2.647168,-4.610698,-0.7160034,-0.4745741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
606,0,6,-3.881124,-5.285188,-5.713537,-4.651306,-4.600833,-1.131529,-0.4811801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
607,0,7,-3.881124,-6.633077,-5.056293,-5.784628,-1.719185,-3.395879,-2.231191,-2.255724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
608,0,11,-3.881124,-6.074015,-5.256965,-5.356741,-1.674762,-5.684156,-2.58996,-3.195548,-2.184787,-2.513558,-2.231191,-2.255724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
609,0,4,-5.001022,-5.72083,-6.507214,-1.031408,-0.5509075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
610,0,9,-5.688997,-4.478161,-1.962407,-4.679816,-5.429034,-4.859154,-2.845493,-1.06923,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
611,0,5,-2.715695,-5.391269,-3.614375,-6.112357,-0.8937365,-0.2912702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
612,0,4,-5.177113,-2.604747,-5.067413,-1.119376,-0.6264194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
613,0,12,-6.258925,-2.581701,-2.325765,-3.476881,-1.350056,-5.577816,-3.238353,-2.298439,-2.123763,-6.01406,-2.009045,-0.9286445,-0.4362263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
614,0,5,-5.177113,-2.86002,-3.582817,#NAME?,-2.796102,-1.847712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
615,0,28,-5.415995,-4.050811,-3.023142,-2.943198,-2.724092,-1.986878,-2.322802,-6.539429,-0.7628116,-5.87194,-0.729177,-5.423903,-1.216816,-5.764256,-1.708297,-4.614174,-1.277016,-5.472119,-1.940688,-2.925228,-3.381517,-5.056688,-4.108828,-0.9094301,-6.834404,-1.373372,-5.074112,-0.4508813,-0.5739589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
616,0,7,-2.677585,-0.177946,-6.186786,-2.461347,-2.519616,-6.575886,-0.6721706,-0.2649546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
617,0,6,-6.100998,-2.963942,-2.591424,-5.029069,-5.536638,-0.5996405,-0.5788838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
618,0,4,-6.527233,-4.088472,-1.615729,-0.7802027,-0.4317663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
619,0,21,-6.527233,-4.764668,-0.5915838,-2.488727,-3.297379,-5.942592,-1.150293,-5.698208,-0.9094301,-3.341103,-2.224404,-1.031408,-5.130042,-0.3666029,-6.916892,-2.953977,-2.682722,-1.148191,-4.045207,-3.116624,-0.4466268,-0.5128034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
620,0,6,-6.100998,-1.783384,-2.294847,-5.363608,-2.164046,-0.6465095,-0.2800573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
621,0,11,-3.213507,-0.7647377,-3.413751,-4.68593,-7.001861,-2.075025,-1.13947,-1.940914,#NAME?,-5.243498,-0.9292497,-0.4977357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
622,0,3,-3.501123,-7.156941,-1.407314,-0.5849295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
623,0,5,-4.717025,-4.498012,-4.13341,-5.32788,-1.434847,-0.3705018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
624,0,15,-4.302052,-3.306772,-0.5228788,-3.245939,-1.893947,-3.321954,-0.5781478,-4.698228,-6.16116,-0.5811261,-4.81292,-1.965141,-6.517073,-6.537569,-1.093422,-0.5070845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
625,0,13,-5.445959,-4.441194,-1.83651,-5.875602,-4.506548,-3.115555,-0.5694761,-5.014971,-3.169028,-2.836304,-5.029825,-3.040758,-1.446644,-0.4634631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
626,0,9,-4.114965,-5.220122,-7.519378,-4.482901,-2.705914,-3.273466,-4.48575,-3.641819,-0.2817248,-0.5128034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
627,0,4,-5.073573,-1.430376,-4.646318,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
628,0,31,-5.512905,-4.854301,-2.239485,-5.756006,-6.166569,-0.370216,-2.673226,-5.759132,-3.865702,-3.686547,-6.004874,-1.442631,-4.209362,-5.057795,-1.158258,-5.100178,-0.6127838,-3.418735,-1.291035,-3.038359,-1.37026,-3.379827,-1.532987,-3.288907,-0.194692,-5.552161,-3.740597,-5.037722,-1.158258,-5.100178,-1.634527,-1.856848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
629,0,29,-2.698214,-0.0755148,-5.381342,-1.97232,-1.459979,-5.503237,-3.309845,-3.50789,-1.502383,-5.327549,-0.8310874,-3.023259,-1.269436,-5.870041,-4.359471,-1.580921,-3.384646,-3.566407,-3.329315,-0.06694679,-3.110754,-0.5037437,-5.960424,-2.538701,-2.370878,-1.42399,-3.061928,-2.741051,-1.661305,-0.2912702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
630,0,11,-3.535944,-6.128959,-6.67688,-2.59014,-7.895339,-1.149231,-2.845939,-0.5177391,#NAME?,-5.243498,-0.9292497,-0.4977357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
631,0,15,-4.302052,-3.306772,-0.5228788,-3.245939,-1.893947,-3.321954,-0.5781478,-4.698228,-6.16116,-0.5811261,-4.81292,-1.965141,-6.517073,-6.537569,-1.093422,-0.5070845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
632,0,13,-5.445959,-4.441194,-1.83651,-5.875602,-4.506548,-3.115555,-0.5694761,-5.014971,-3.169028,-2.836304,-5.029825,-3.040758,-1.446644,-0.4634631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
633,0,9,-4.114965,-5.220122,-7.519378,-4.482901,-2.705914,-3.273466,-4.48575,-3.641819,-0.2817248,-0.5128034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
634,0,5,-3.501123,-5.878493,-1.003328,-5.722498,-6.217566,-2.185207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
635,0,15,-2.949325,-1.886886,-1.324563,-4.966743,-5.854287,-3.815936,-1.555099,-2.606516,-1.199001,-5.318836,-5.242476,-2.223601,-5.541527,-1.215996,-0.96043,-0.3707161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
636,0,3,-6.258925,-5.960185,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
637,0,12,-8.677697,-2.699153,-5.99241,-5.713972,-1.081215,-2.180125,-5.540351,-1.195986,-1.983165,-3.26468,-2.684893,-0.8859594,-0.5195251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
638,0,12,-3.501123,-4.013258,-1.738954,-5.699146,-3.865702,-2.157104,-4.226457,-7.614102,-2.103474,-1.686802,-5.100853,-1.107018,-0.9008504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
639,0,9,-2.780981,-3.726773,-6.973684,-2.976924,-5.392866,-1.075197,-5.986187,-6.216905,-1.130334,-0.5383909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
640,0,12,-8.677697,-2.699153,-5.99241,-5.713972,-1.081215,-2.180125,-5.540351,-1.195986,-1.983165,-3.26468,-2.684893,-0.8859594,-0.5195251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
641,0,12,-3.501123,-4.013258,-1.738954,-5.699146,-3.865702,-2.157104,-4.226457,-7.614102,-2.103474,-1.686802,-5.100853,-1.107018,-0.9008504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
642,0,5,-4.404566,-3.614671,-5.392813,-4.424437,-7.083233,-2.207337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
643,0,4,-5.073573,-1.430376,-4.646318,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
644,0,31,-5.512905,-4.854301,-2.239485,-5.756006,-6.166569,-0.370216,-2.673226,-5.759132,-3.865702,-3.686547,-6.004874,-1.442631,-4.209362,-5.057795,-1.158258,-5.100178,-0.6127838,-3.418735,-1.291035,-3.038359,-1.37026,-3.379827,-1.532987,-3.288907,-0.194692,-5.552161,-3.740597,-5.037722,-1.158258,-5.100178,-1.634527,-1.856848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
645,0,29,-2.698214,-0.0755148,-5.381342,-1.97232,-1.459979,-5.503237,-3.309845,-3.50789,-1.502383,-5.327549,-0.8310874,-3.023259,-1.269436,-5.870041,-4.359471,-1.580921,-3.384646,-3.566407,-3.329315,-0.06694679,-3.110754,-0.5037437,-5.960424,-2.538701,-2.370878,-1.42399,-3.061928,-2.741051,-1.661305,-0.2912702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
646,0,11,-6.258925,-1.499889,-1.135687,-2.57549,-2.066322,-4.180698,-0.7362553,-5.4393,-5.043504,-3.764643,-2.41174,-2.173965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
647,0,6,-3.881124,-3.501881,-5.743566,-1.02829,-4.620624,-5.17567,-3.007666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
648,0,9,-5.269867,-3.95667,-3.734898,-1.475477,-3.401607,-0.750711,-4.384069,-3.764963,-1.117198,-0.379494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
649,0,8,-3.535944,-6.128959,-6.67688,-2.59014,-7.895339,-1.149231,-2.845939,-1.062392,-0.6700063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
650,0,9,-3.535944,-6.128959,-6.67688,-0.9094301,-3.240042,-8.106606,-1.149231,-2.845939,-1.062392,-0.6700063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
651,0,11,-4.766012,-4.674986,-1.247841,-2.454812,-2.306067,-1.08636,-2.191695,-3.460898,-5.196552,-4.48892,-1.015529,-0.4285159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
652,0,12,-4.813935,-2.481017,-2.243964,-3.342607,-4.939869,-1.006833,-3.827991,-5.350976,-1.723478,-4.703625,-2.275995,-0.80747,-0.4519335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
653,0,3,-3.803211,-0.5847551,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
654,0,13,-5.415995,-3.759469,-1.209448,-4.705534,-1.819422,-1.201748,-2.030571,-2.289683,-2.831102,#NAME?,-5.243498,-6.317496,-1,-1.135687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
655,0,6,-4.867811,-0.4455223,-3.255774,-5.470159,-2.598463,-0.629897,-0.5089473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
656,0,5,-6.527233,-6.200843,-4.323208,-6.206488,-2.273088,-0.629897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
657,0,8,-2.541127,-3.282496,-7.188335,-5.334131,#NAME?,-2.985784,-2.441145,-3.043283,-0.4369478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
658,0,3,-4.255627,-4.28392,-4.869004,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
659,0,11,-5.160723,-2.354776,-3.165858,-5.878254,-1.555413,-1.387212,-4.102617,-5.310204,-4.739482,-6.474349,-0.4951379,-3.333582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
660,0,14,-2.896868,-5.658256,-2.662474,-4.964974,-4.407541,-2.490891,-4.475292,-0.5556167,-1.367517,-6.645986,-1.336922,-0.1876399,-5.572594,-0.770852,-0.446087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
661,0,17,-3.222314,-1.662202,-4.706948,-5.104328,-4.57826,-3.13226,-2.652306,-2.768941,-5.804284,-2.290351,-4.801688,-1.882686,-1.261659,-5.423701,-2.771112,-5.68141,-2.443002,-1.847712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
662,0,11,#NAME?,-3.092635,-3.06319,-5.041526,-3.522903,-2.568674,-5.074913,-1.691816,-6.468661,-2.784376,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
663,0,6,-3.991114,-3.40139,-4.935452,-3.176175,-3.761487,-0.1249387,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
664,0,7,-2.677585,-4.349491,-3.692437,-5.275205,-4.723318,-4.524133,-4.023911,-2.902112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
665,0,8,-2.791026,-5.695485,-4.807052,-0.8922411,-4.948161,-1.058331,-1.58121,-0.7346855,-0.589348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
666,0,10,-3.065489,-0.6650633,-1.819692,-1.931603,-2.107634,-1.241154,-2.934908,-2.471909,-2.613805,-3.491129,-3.075796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
667,0,4,-3.692266,-2.620534,-4.279999,-2.991797,-3.761692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
668,0,3,-5.550694,-1.673674,-1,-1.124153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
669,0,3,-5.550694,-1.673674,-3.811082,-2.125053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
670,0,17,-2.677585,-0.177946,-2.063466,-2.37803,-3.037288,-4.352013,-2.46259,-3.760813,-6.381565,-0.7933912,-3.003859,-5.023602,-4.206441,-3.38432,-4.202637,-3.209865,-0.7207134,-0.5754685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
671,0,11,-1.464192,-2.863077,-2.503012,-0.5740313,-1.163758,-1.5574,-6.244843,-2.71569,-2.015289,-3.525658,-1.655329,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
672,0,5,-4.633045,-3.366236,-2.375568,-2.41462,-1.240332,-0.5719218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
673,0,7,-5.249664,-1.069854,-4.685125,-1.37643,-4.575938,-5.617343,-1.50985,-0.4694344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
674,0,22,-3.23301,-0.4951589,-6.067603,-4.044683,-3.653591,#NAME?,-2.104872,-4.769732,-2.981952,-2.439767,#NAME?,-3.116772,-1.573802,-1.505814,-4.3776,-3.645543,-3.039146,-2.892633,-2.047401,-2.663086,-1.812609,-0.5201559,-0.4368242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
675,0,4,-2.617253,-5.568488,-5.207081,-1.50985,-0.4694344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
676,0,3,-3.881124,-3.501881,-1.214749,-0.3709142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
677,0,12,-3.748231,-3.72316,-0.4913617,-0.5849295,-5.623761,-0.96393,-2.973658,-0.6598127,-3.011179,-5.260517,-1.044216,-2.991625,-0.4870295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
678,0,3,-4.705596,-2.814655,-1.118523,-0.4686881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
679,0,4,-4.722855,-3.411252,-2.487224,-2.79425,-4.734704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
680,0,3,-4.322574,-2.655664,-5.295875,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
681,0,21,-4.722855,-5.036795,-2.956329,-0.5855799,-4.582467,-3.512445,-3.839395,-0.3928004,-4.297581,-3.573192,-4.374187,-6.553821,-1.064377,-4.938501,-1.273644,-5.276381,-2.540473,-2.815639,-4.554833,-3.559633,-1.655329,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
682,0,13,-7.042348,-3.805378,-6.879308,-0.4512537,-4.404451,-1.444565,-3.927144,-0.9273586,-5.035687,-2.335159,-2.84834,-3.8323,-0.7621061,-0.2611585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
683,0,10,-6.031991,-2.726723,-1.350515,-4.302229,-4.887874,-5.243199,-5.252727,-2.898725,-3.061298,-2.434841,-0.4756107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
684,0,6,-6.251547,-4.628514,-0.8368737,-4.06894,-3.898062,-1.136226,-0.4636188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
685,0,5,-3.327741,-1.170924,-4.371764,-3.565517,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
686,0,5,-5.144928,-5.477086,-1.414606,-0.5611014,-0.9535567,-0.6294762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
687,0,7,-4.722855,-3.201784,-0.4902949,-3.216484,-1.755317,-4.299944,-1.088303,-0.8239087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
688,0,8,-2.328403,-3.890207,-6.430585,-3.008537,-1.162919,-4.321469,-3.185113,-5.469888,-2.125053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
689,0,12,-6.258925,-2.581701,-2.325765,-3.476881,-1.350056,-5.577816,-3.238353,-2.298439,-2.123763,-6.01406,-2.009045,-0.9286445,-0.4362263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
690,0,12,-6.258925,-2.581701,-2.325765,-3.476881,-1.350056,-5.577816,-3.238353,-2.298439,-2.123763,-6.01406,-2.009045,-0.9286445,-0.4362263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
691,0,6,-6.100998,-1.783384,-2.294847,-5.363608,-2.164046,-0.6465095,-0.2800573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
692,0,11,-3.213507,-0.7647377,-3.413751,-4.68593,-7.001861,-2.075025,-1.13947,-1.940914,#NAME?,-5.243498,-0.9292497,-0.4977357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
693,0,3,-3.501123,-7.156941,-1.407314,-0.5849295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
694,0,5,-4.717025,-4.498012,-4.13341,-5.32788,-1.434847,-0.3705018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
695,0,3,-5.415995,-4.274584,-4.217513,-0.9320456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
696,0,5,-3.065489,-2.485205,-1.276118,-4.444076,-0.3886348,-0.3828825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
697,0,8,-3.092399,-1.190057,-2.369216,-3.691385,-5.784852,-1.588362,-2.929559,-0.4771213,-0.508868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
698,0,12,-5.211875,-3.563541,-1.631476,-1.371068,-2.57952,-1.837657,-5.917089,-2.889871,-4.137782,-1.023481,-2.831899,-0.6633921,-0.4555261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
699,0,5,-3.213507,-4.495339,-2.713807,-1.428022,-2.937919,-0.5911649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
700,0,6,-5.001022,-3.790267,-0.629897,-2.729405,-0.46156,-1.56239,-0.3630459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
701,0,6,-3.535944,-3.18874,-5.089105,-5.626748,-5.715013,-1.211081,-0.6232493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
