SentenceID,NumberOfWords,AverageSurprisalWithPunct,CorpusName
898,11,3.237264990909091,pittcssa
899,3,3.013021666666667,pittcssa
900,6,3.103817916666667,pittcssa
901,4,3.93254725,pittcssa
902,11,3.391850563636363,pittcssa
903,10,3.7723090200000002,pittcssa
904,14,3.81532795,pittcssa
905,8,2.842264375,pittcssa
906,5,3.425723,pittcssa
907,5,3.5478162000000006,pittcssa
908,4,4.006362725,pittcssa
909,4,3.56323,pittcssa
910,18,2.989540383333334,pittcssa
913,4,3.46857475,pittcssa
914,7,2.7480297000000005,pittcssa
915,4,3.46857475,pittcssa
916,4,4.5429025,pittcssa
917,5,4.275352,pittcssa
918,5,3.45684096,pittcssa
919,3,4.227365,pittcssa
920,7,3.547002714285714,pittcssa
921,3,4.286555,pittcssa
923,3,4.092826333333334,pittcssa
924,3,3.9649916666666667,pittcssa
925,4,4.9253945,pittcssa
926,5,3.17361,pittcssa
927,9,3.084915855555556,pittcssa
928,29,3.041427003448276,pittcssa
929,7,3.2912081428571436,pittcssa
931,5,5.2041972,pittcssa
932,6,4.228840333333333,pittcssa
933,21,3.416872995238095,pittcssa
935,6,3.706573666666667,pittcssa
936,7,3.1299159,pittcssa
937,3,4.4680116666666665,pittcssa
938,7,3.849042285714286,pittcssa
939,10,4.0827838,pittcssa
940,5,4.6583076,pittcssa
941,6,4.766485833333333,pittcssa
942,3,4.132262666666667,pittcssa
943,4,3.493405,pittcssa
944,4,3.7326285,pittcssa
945,16,3.0870991374999996,pittcssa
946,9,2.773390811111111,pittcssa
947,3,4.4290476666666665,pittcssa
949,4,3.2719845000000003,pittcssa
950,3,4.147795333333334,pittcssa
951,5,3.5330442399999997,pittcssa
952,3,4.258724666666667,pittcssa
953,3,4.147795333333334,pittcssa
954,3,5.340211333333333,pittcssa
955,3,4.147795333333334,pittcssa
956,3,3.1717254333333336,pittcssa
957,7,3.873645428571428,pittcssa
958,3,5.458649333333334,pittcssa
959,11,2.9699812181818186,pittcssa
960,3,5.436207333333333,pittcssa
961,4,3.3745632750000003,pittcssa
962,7,4.019192285714285,pittcssa
963,3,4.020026333333333,pittcssa
965,22,3.402879225,pittcssa
966,7,2.912990928571428,pittcssa
967,6,3.595599,pittcssa
968,14,3.0890225857142855,pittcssa
969,9,4.141489566666667,pittcssa
970,19,2.9485609231578946,pittcssa
971,6,4.03728,pittcssa
972,13,3.3714288692307695,pittcssa
973,19,3.0568383473684206,pittcssa
974,16,3.3117197687500006,pittcssa
977,3,4.043188333333334,pittcssa
979,4,3.034722625,pittcssa
980,5,3.474653,pittcssa
981,3,3.7853030000000003,pittcssa
982,6,4.162361,pittcssa
983,10,3.12208479,pittcssa
986,5,4.524989,pittcssa
987,15,3.6683451333333337,pittcssa
988,17,2.9467611411764705,pittcssa
989,18,3.5477735111111115,pittcssa
991,25,3.4525038320000005,pittcssa
992,3,4.727289,pittcssa
993,7,4.3788472857142855,pittcssa
994,13,3.348943269230769,pittcssa
995,5,4.7466188,pittcssa
997,10,3.3555921999999994,pittcssa
998,11,3.6756566363636365,pittcssa
1000,9,5.150553555555555,pittcssa
1001,9,2.9660227555555556,pittcssa
1002,5,4.1315338,pittcssa
1003,6,3.80125515,pittcssa
1004,4,4.43606525,pittcssa
1005,11,3.2542043363636357,pittcssa
1006,3,4.156069666666667,pittcssa
1007,8,4.229310999999999,pittcssa
1009,8,3.63230785,pittcssa
1010,8,3.8641263500000003,pittcssa
1011,22,3.200505363636364,pittcssa
1012,12,3.720946166666667,pittcssa
1013,10,4.479115,pittcssa
1014,4,4.1305308,pittcssa
1015,15,2.961711173333333,pittcssa
1016,3,5.340211333333333,pittcssa
1017,3,4.727289,pittcssa
1018,31,2.9842648806451613,pittcssa
1019,9,2.8966656111111115,pittcssa
1020,3,4.727289,pittcssa
1021,10,3.5136483500000004,pittcssa
1022,9,3.6344576666666666,pittcssa
1023,7,4.351528,pittcssa
1024,31,2.9842648806451613,pittcssa
1025,9,2.8966656111111115,pittcssa
1026,3,4.727289,pittcssa
1027,5,4.061725180000001,pittcssa
1028,8,4.1213695375,pittcssa
1029,5,3.35072342,pittcssa
1030,9,3.5147373333333336,pittcssa
1031,6,3.57314045,pittcssa
1032,5,4.3471551999999996,pittcssa
1033,5,4.865787599999999,pittcssa
1034,8,3.69146885,pittcssa
1037,9,3.0251820555555557,pittcssa
1038,8,4.0085094,pittcssa
1039,8,3.8640038875000005,pittcssa
1040,12,3.5207699499999996,pittcssa
1041,3,4.659487333333334,pittcssa
1043,29,3.6617247413793104,pittcssa
1044,11,3.564359818181818,pittcssa
1045,16,2.980992875,pittcssa
1046,13,2.9681380923076923,pittcssa
1047,15,3.577643866666667,pittcssa
1048,12,4.26196475,pittcssa
1049,5,4.2272526,pittcssa
1051,5,4.6382204,pittcssa
1053,3,4.043188333333334,pittcssa
1054,7,4.353981714285714,pittcssa
1055,16,3.6728537125,pittcssa
1056,13,2.7313395307692305,pittcssa
1057,6,4.499059666666667,pittcssa
1059,11,3.295508963636364,pittcssa
1060,9,2.7674877777777778,pittcssa
1061,10,2.92454824,pittcssa
1062,37,3.315703378378378,pittcssa
1063,11,2.886731981818182,pittcssa
1064,3,4.145495,pittcssa
1065,5,2.9445452,pittcssa
1066,3,4.223831566666667,pittcssa
1067,5,3.9624630400000003,pittcssa
1068,4,2.9376988249999996,pittcssa
1069,9,2.7674877777777778,pittcssa
1070,10,2.92454824,pittcssa
1071,5,2.6855496199999997,pittcssa
1072,3,4.239571000000001,pittcssa
1073,6,3.3081739999999997,pittcssa
1075,22,3.200505363636364,pittcssa
1076,12,3.720946166666667,pittcssa
1077,8,3.69146885,pittcssa
1079,8,3.69146885,pittcssa
1082,16,3.6728537125,pittcssa
1083,13,2.7313395307692305,pittcssa
1084,16,3.6728537125,pittcssa
1085,13,2.7313395307692305,pittcssa
1086,4,4.2532725,pittcssa
1087,4,4.18838625,pittcssa
1088,14,2.8397068142857145,pittcssa
1090,8,3.596474125,pittcssa
1091,22,3.2513915090909085,pittcssa
1092,13,3.000657684615385,pittcssa
1093,5,2.3663788599999998,pittcssa
1094,5,2.4740783,pittcssa
1095,7,3.2269278714285714,pittcssa
1096,4,5.04196625,pittcssa
1097,14,3.4830952142857146,pittcssa
1098,8,3.69146885,pittcssa
1100,13,2.4124902076923083,pittcssa
1101,6,3.0950276833333334,pittcssa
1102,21,3.520009642857142,pittcssa
1103,12,2.5256010749999995,pittcssa
1104,9,3.2843179555555557,pittcssa
1105,4,3.514371375,pittcssa
1106,6,2.8746388166666663,pittcssa
1107,3,3.8221499999999993,pittcssa
1108,4,4.06302425,pittcssa
1110,5,2.8334756400000005,pittcssa
1111,5,3.6101418,pittcssa
1112,8,2.20799495,pittcssa
1113,6,2.27022445,pittcssa
1114,9,2.7798824,pittcssa
1115,3,3.825219666666667,pittcssa
1116,13,3.0186583846153847,pittcssa
1117,12,2.512909416666667,pittcssa
1118,4,3.562687,pittcssa
1119,10,3.97409045,pittcssa
1121,10,2.62160066,pittcssa
1123,7,2.6056654428571435,pittcssa
1124,3,3.8975516666666667,pittcssa
1125,8,3.0360088125,pittcssa
1126,21,3.4323636619047626,pittcssa
1127,4,5.5580645,pittcssa
1129,8,2.648325775,pittcssa
1130,5,4.140061,pittcssa
1131,4,3.78272075,pittcssa
1132,4,4.629300000000001,pittcssa
1133,3,4.292963,pittcssa
1134,4,3.9005034999999997,pittcssa
1135,8,3.90919275,pittcssa
1136,31,2.9842648806451613,pittcssa
1137,9,2.8966656111111115,pittcssa
1138,3,4.727289,pittcssa
1139,3,4.727289,pittcssa
1140,10,3.5136483500000004,pittcssa
1141,9,3.6344576666666666,pittcssa
1142,7,4.351528,pittcssa
1143,31,2.9842648806451613,pittcssa
1144,9,2.8966656111111115,pittcssa
1145,3,4.727289,pittcssa
1146,10,3.2313346599999995,pittcssa
1147,3,3.6307847333333334,pittcssa
1148,16,3.3117197687500006,pittcssa
1151,3,4.043188333333334,pittcssa
1152,17,2.620637264705883,pittcssa
1153,12,2.74215145,pittcssa
1154,9,2.361332522222222,pittcssa
1155,4,3.9545277500000005,pittcssa
1156,4,4.813740425,pittcssa
1157,3,3.3757413333333335,pittcssa
1158,4,4.813740425,pittcssa
1159,3,3.3757413333333335,pittcssa
1160,3,3.8975516666666667,pittcssa
1161,8,3.0360088125,pittcssa
1162,21,3.4323636619047626,pittcssa
1163,3,5.254108333333334,pittcssa
1165,8,2.3037764750000003,pittcssa
1166,16,4.2862921875,pittcssa
1167,8,3.0360088125,pittcssa
1168,21,3.4323636619047626,pittcssa
1169,5,4.0186546,pittcssa
1170,13,4.315534769230769,pittcssa
1171,12,3.1236452500000005,pittcssa
1172,15,3.565103553333333,pittcssa
1173,4,3.59188375,pittcssa
1174,8,4.1578133625,pittcssa
1175,7,3.4110414285714286,pittcssa
1176,9,3.9095204444444445,pittcssa
1177,11,3.8836080909090906,pittcssa
1178,3,4.727289,pittcssa
1179,26,3.4559181884615384,pittcssa
1180,12,3.0667688416666663,pittcssa
1181,7,4.091029428571429,pittcssa
1182,9,3.448697222222222,pittcssa
1183,15,3.2174637533333326,pittcssa
1184,28,3.1777845357142858,pittcssa
1185,10,3.9900515,pittcssa
1186,13,3.697609076923077,pittcssa
1187,7,3.9863651428571427,pittcssa
1188,10,4.5897634,pittcssa
1189,3,3.7609176666666673,pittcssa
1190,4,5.1808955,pittcssa
1191,18,2.7206847944444448,pittcssa
1192,6,3.177062,pittcssa
1193,4,5.113264000000001,pittcssa
1194,3,4.043188333333334,pittcssa
1196,6,4.291872,pittcssa
1198,11,2.657202354545454,pittcssa
1199,12,3.6890027,pittcssa
1200,9,3.090998133333334,pittcssa
1201,8,3.2740990000000005,pittcssa
1202,8,3.0360088125,pittcssa
1203,21,3.4323636619047626,pittcssa
1206,5,3.8852896,pittcssa
1207,7,3.0911805285714284,pittcssa
1208,3,5.700919666666667,pittcssa
1209,5,5.6971868,pittcssa
1210,7,3.0911805285714284,pittcssa
1211,3,4.333404566666666,pittcssa
1212,4,4.1305308,pittcssa
1213,7,3.8005558571428577,pittcssa
1214,9,2.952372277777778,pittcssa
1215,10,2.8261191000000006,pittcssa
1216,8,4.001287125,pittcssa
1217,3,4.043188333333334,pittcssa
1218,3,5.000034666666667,pittcssa
1220,6,3.183275383333333,pittcssa
1221,3,3.9794826666666663,pittcssa
1223,4,3.8130854999999997,pittcssa
1224,5,3.99820766,pittcssa
1225,9,2.8241957444444443,pittcssa
1226,11,3.0439013545454547,pittcssa
1227,5,3.3801356,pittcssa
1228,6,4.035120666666667,pittcssa
1229,3,2.314988833333333,pittcssa
1230,5,3.5750828000000006,pittcssa
1231,3,3.502823,pittcssa
1232,5,4.271019140000001,pittcssa
1233,8,3.2746896249999997,pittcssa
1234,3,4.639107,pittcssa
1235,9,4.525199377777778,pittcssa
1236,8,3.784014875,pittcssa
1237,9,2.2419675,pittcssa
1238,19,3.6769329578947363,pittcssa
1239,3,2.670400433333333,pittcssa
1240,4,3.4160015,pittcssa
1241,11,3.340673727272727,pittcssa
1242,11,3.703781009090909,pittcssa
1243,3,4.727289,pittcssa
1244,9,3.261389533333334,pittcssa
1245,8,3.4069610000000004,pittcssa
1246,3,4.307715666666667,pittcssa
1247,6,3.7470028166666665,pittcssa
1248,3,3.917125,pittcssa
1251,14,2.6673860785714285,pittcssa
1252,3,4.043188333333334,pittcssa
1256,5,4.1382194,pittcssa
1257,15,3.543254926666667,pittcssa
1258,8,4.901780325000002,pittcssa
1259,4,2.9376988249999996,pittcssa
1260,9,2.7674877777777778,pittcssa
1261,10,2.92454824,pittcssa
1263,3,4.043188333333334,pittcssa
1264,6,3.1175489333333335,pittcssa
1265,7,4.432874,pittcssa
1268,3,3.6913780000000003,pittcssa
1269,6,3.183275383333333,pittcssa
1270,3,3.9794826666666663,pittcssa
1271,6,4.8000774999999996,pittcssa
1272,6,4.497402,pittcssa
1273,11,2.657202354545454,pittcssa
1274,12,3.6890027,pittcssa
1277,3,5.313784333333333,pittcssa
1278,7,3.789983285714286,pittcssa
1280,3,3.0242847333333334,pittcssa
1282,6,3.7882578000000002,pittcssa
1283,14,3.1624137142857136,pittcssa
1284,3,4.617346666666667,pittcssa
1286,6,3.183275383333333,pittcssa
1288,9,3.668983055555555,pittcssa
1289,13,3.4783193076923076,pittcssa
1290,3,4.043188333333334,pittcssa
1291,6,3.9213308333333337,pittcssa
1292,16,2.9511843687500003,pittcssa
1293,3,3.9688429999999997,pittcssa
1294,14,2.4397424071428566,pittcssa
1295,3,4.043188333333334,pittcssa
1296,3,5.840864333333333,pittcssa
1297,3,4.304959566666667,pittcssa
1299,3,2.670400433333333,pittcssa
1300,5,5.0467314000000005,pittcssa
1301,4,3.028532275,pittcssa
1302,11,3.866861727272727,pittcssa
1303,7,4.174211857142858,pittcssa
1304,3,4.304959566666667,pittcssa
1306,6,3.183275383333333,pittcssa
1307,6,3.547684333333333,pittcssa
1308,8,3.3912373125000004,pittcssa
1310,7,2.608703357142857,pittcssa
1311,12,3.6890027,pittcssa
1313,7,2.608703357142857,pittcssa
1314,12,3.6890027,pittcssa
1315,6,4.633403166666667,pittcssa
1316,11,3.628539272727273,pittcssa
1317,12,3.310031683333333,pittcssa
1324,3,3.5415340000000004,pittcssa
1325,10,3.7984126000000002,pittcssa
1326,7,3.684153428571429,pittcssa
1327,10,3.62596347,pittcssa
1328,14,3.2024465785714287,pittcssa
1329,4,4.8971564999999995,pittcssa
1332,9,4.584021511111111,pittcssa
1333,13,3.1522295,pittcssa
1334,10,2.7577127100000003,pittcssa
1338,4,4.765398425000001,pittcssa
1339,4,5.587789750000001,pittcssa
1340,21,3.520009642857142,pittcssa
1341,12,2.5256010749999995,pittcssa
1342,13,3.3766433153846154,pittcssa
1343,6,2.8746388166666663,pittcssa
1345,12,2.8910614166666666,pittcssa
1347,20,2.9012189900000003,pittcssa
1348,9,5.150553555555555,pittcssa
1349,8,3.80734575,pittcssa
1350,4,4.260033,pittcssa
1351,7,3.0911805285714284,pittcssa
1352,11,3.4628878636363636,pittcssa
1353,6,4.310521233333334,pittcssa
1354,9,2.7283020777777782,pittcssa
1355,9,3.0106814444444447,pittcssa
1357,6,4.900278166666666,pittcssa
1358,8,3.69146885,pittcssa
1361,5,4.1382194,pittcssa
1362,22,3.028540622727273,pittcssa
1363,6,4.938109166666667,pittcssa
1365,4,3.99436775,pittcssa
1366,7,3.878828714285715,pittcssa
1367,5,3.0318464,pittcssa
1369,4,3.034722625,pittcssa
1370,5,3.474653,pittcssa
1373,3,2.598976,pittcssa
1374,9,2.2419675,pittcssa
1375,19,3.6769329578947363,pittcssa
1376,9,3.791440888888888,pittcssa
1377,8,3.69146885,pittcssa
1380,5,3.11639002,pittcssa
1381,13,3.1416018384615376,pittcssa
1382,5,2.7976426400000003,pittcssa
1383,7,3.8405861428571435,pittcssa
1384,3,4.007384,pittcssa
1385,5,3.8995462000000005,pittcssa
1387,3,4.236785666666667,pittcssa
1390,18,3.308296672222222,pittcssa
1391,5,4.7466188,pittcssa
1394,5,3.9481551999999995,pittcssa
1395,4,4.1126267499999996,pittcssa
1396,3,4.236785666666667,pittcssa
1397,7,3.257570071428572,pittcssa
1398,5,4.7133054,pittcssa
1399,3,4.087077333333333,pittcssa
1400,6,3.448952666666667,pittcssa
1401,5,4.0594906,pittcssa
1402,4,4.0698615,pittcssa
1403,8,3.69146885,pittcssa
1406,6,3.331742333333333,pittcssa
1407,22,3.5612860636363624,pittcssa
1408,8,3.5266408749999996,pittcssa
1409,7,3.3680494000000003,pittcssa
1410,15,3.397556006666667,pittcssa
1411,14,3.143642185714285,pittcssa
1412,9,3.8308679999999993,pittcssa
1414,11,3.0439013545454547,pittcssa
1415,3,3.673938,pittcssa
1416,16,3.3117197687500006,pittcssa
1419,3,4.043188333333334,pittcssa
1420,3,3.3093946666666674,pittcssa
1421,11,3.562139490909091,pittcssa
1422,10,3.69115362,pittcssa
1423,9,3.5603261999999996,pittcssa
1424,10,3.32796934,pittcssa
1425,4,4.331556249999999,pittcssa
1426,3,3.677671333333333,pittcssa
1427,8,2.6253255875,pittcssa
1428,10,2.92454824,pittcssa
1429,7,4.073415,pittcssa
1430,3,4.7735009999999996,pittcssa
1431,10,4.0069735,pittcssa
1432,16,3.373558875,pittcssa
1433,12,3.5751818750000006,pittcssa
1434,8,3.69146885,pittcssa
1438,10,3.5267844000000004,pittcssa
1440,3,5.056770666666667,pittcssa
1441,9,3.462703577777778,pittcssa
1442,3,3.4199070000000003,pittcssa
1443,10,3.3899538700000007,pittcssa
1444,10,3.3891301500000006,pittcssa
1446,10,3.6509100800000005,pittcssa
1447,3,5.059897,pittcssa
1448,8,3.69146885,pittcssa
1451,10,3.2849074099999998,pittcssa
1452,6,3.7770061666666668,pittcssa
1453,10,3.4823345999999993,pittcssa
1454,22,3.028540622727273,pittcssa
1455,7,3.0074392,pittcssa
1457,3,2.6807976666666664,pittcssa
1458,11,3.2435680363636363,pittcssa
1460,3,3.914776,pittcssa
1461,9,3.4388340000000004,pittcssa
1463,14,3.489563128571429,pittcssa
1464,6,2.3914488166666668,pittcssa
1465,4,4.6451125,pittcssa
1466,7,4.136715571428572,pittcssa
1467,3,4.975252666666666,pittcssa
1468,12,3.1802147499999998,pittcssa
1469,4,4.461774500000001,pittcssa
1470,5,3.0531971999999996,pittcssa
1471,10,3.63152965,pittcssa
1473,10,4.032777,pittcssa
1474,21,3.3723688809523815,pittcssa
1475,7,3.7792926714285717,pittcssa
1476,5,3.6260313999999996,pittcssa
1477,9,3.668473555555556,pittcssa
1478,4,5.1965520000000005,pittcssa
1479,4,5.1965520000000005,pittcssa
1480,5,3.1081613,pittcssa
1482,6,3.435374833333333,pittcssa
1483,18,3.228187477777778,pittcssa
1484,7,2.608703357142857,pittcssa
1485,12,3.6890027,pittcssa
1486,5,3.13732024,pittcssa
1487,8,2.6253255875,pittcssa
1488,10,2.92454824,pittcssa
1489,4,4.27421475,pittcssa
1490,4,4.41132575,pittcssa
1491,4,4.460895,pittcssa
1492,8,3.69146885,pittcssa
1495,7,2.5149410142857143,pittcssa
1496,3,3.3093946666666674,pittcssa
1497,3,4.087077333333333,pittcssa
1498,11,3.562139490909091,pittcssa
1499,10,3.69115362,pittcssa
1500,6,2.747839883333333,pittcssa
1501,8,3.7020500375,pittcssa
1502,10,4.32682794,pittcssa
1503,7,2.9290936857142857,pittcssa
1504,5,2.9213256000000003,pittcssa
1506,4,3.93403275,pittcssa
1507,4,2.658835475,pittcssa
1508,7,3.901855285714286,pittcssa
1509,6,3.5426634999999997,pittcssa
1511,11,4.192604545454545,pittcssa
1512,6,3.1504016666666668,pittcssa
1513,12,3.333551575,pittcssa
1514,9,3.681197444444444,pittcssa
1515,4,3.6019620000000003,pittcssa
1516,7,4.045352428571428,pittcssa
1517,3,4.043188333333334,pittcssa
1518,7,2.608703357142857,pittcssa
1519,12,3.6890027,pittcssa
1520,8,3.69146885,pittcssa
1523,8,3.69146885,pittcssa
1526,5,4.5366078000000005,pittcssa
1529,14,3.143642185714285,pittcssa
1530,3,5.340211333333333,pittcssa
1531,6,3.57314045,pittcssa
1532,8,2.9662697125,pittcssa
1534,5,4.4029871,pittcssa
1535,13,3.977344461538462,pittcssa
1536,15,3.453104346666667,pittcssa
1537,4,4.8310565,pittcssa
1538,3,4.236785666666667,pittcssa
1539,5,4.7133054,pittcssa
1540,3,5.056770666666667,pittcssa
1541,7,2.5149410142857143,pittcssa
1542,5,4.573348999999999,pittcssa
1544,8,3.69146885,pittcssa
1547,8,3.69146885,pittcssa
1550,7,2.608703357142857,pittcssa
1551,12,3.6890027,pittcssa
1552,38,3.5232370921052634,pittcssa
1553,3,4.647811,pittcssa
1554,19,2.947363910526316,pittcssa
1555,11,2.8853549454545453,pittcssa
1557,3,3.5101193333333334,pittcssa
1558,3,3.363637,pittcssa
1560,4,3.8778397499999997,pittcssa
1562,8,3.69146885,pittcssa
1566,11,4.192604545454545,pittcssa
1567,7,4.782486999999999,pittcssa
1568,8,3.564943875,pittcssa
1569,7,3.4266685000000003,pittcssa
1570,4,3.0698640999999998,pittcssa
1571,3,3.7396286666666665,pittcssa
1572,13,3.977344461538462,pittcssa
1576,8,3.69146885,pittcssa
1580,4,5.48602775,pittcssa
1581,5,3.1724196000000005,pittcssa
1582,5,5.0467314000000005,pittcssa
1583,5,4.1165112,pittcssa
1585,15,3.6999860533333333,pittcssa
1586,6,3.57314045,pittcssa
1588,8,3.78714245,pittcssa
1590,9,4.1233260000000005,pittcssa
1591,3,4.236785666666667,pittcssa
1593,14,3.143642185714285,pittcssa
1594,5,3.9897372000000004,pittcssa
1596,10,3.2849074099999998,pittcssa
1597,6,3.7770061666666668,pittcssa
1598,10,3.4823345999999993,pittcssa
1600,6,3.938122166666666,pittcssa
1601,8,4.02671475,pittcssa
1603,7,3.2004702857142857,pittcssa
1604,8,3.45409125,pittcssa
1606,3,5.1935,pittcssa
1607,3,5.056770666666667,pittcssa
1608,3,5.056770666666667,pittcssa
1610,15,2.7441636066666666,pittcssa
1611,3,4.236785666666667,pittcssa
1612,5,4.7133054,pittcssa
1613,4,4.461774500000001,pittcssa
1614,3,5.038645333333333,pittcssa
1615,4,4.461774500000001,pittcssa
1616,6,3.1388463499999997,pittcssa
1619,10,3.73796996,pittcssa
1621,26,2.947974194230769,pittcssa
1622,7,4.341468285714286,pittcssa
1623,14,3.069405621428572,pittcssa
1624,9,4.170431777777778,pittcssa
1625,8,3.69146885,pittcssa
1629,7,4.098684428571429,pittcssa
1630,5,4.073252399999999,pittcssa
1631,3,4.325355,pittcssa
1632,5,3.6117482,pittcssa
1633,7,4.098684428571429,pittcssa
1634,6,4.928985333333333,pittcssa
1635,10,3.6314685600000005,pittcssa
1637,10,3.6314685600000005,pittcssa
1639,14,3.727989035714286,pittcssa
1640,8,3.47268985,pittcssa
1641,11,2.771311554545454,pittcssa
1642,10,4.100048600000001,pittcssa
1643,10,3.49432055,pittcssa
1644,7,3.0074392,pittcssa
1646,3,2.6807976666666664,pittcssa
1647,11,3.2435680363636363,pittcssa
1649,3,3.914776,pittcssa
1650,8,5.613538,pittcssa
1651,6,3.334301166666666,pittcssa
1652,23,3.5670237826086955,pittcssa
1653,5,4.6195774,pittcssa
1654,3,5.056770666666667,pittcssa
1655,3,5.056770666666667,pittcssa
1656,14,4.088146885714286,pittcssa
1657,13,3.9763059538461545,pittcssa
1660,3,2.598976,pittcssa
1661,5,4.3249227999999995,pittcssa
1662,6,3.9091385333333335,pittcssa
1663,7,4.6613172857142855,pittcssa
1664,7,4.328822714285714,pittcssa
1665,8,4.4427755,pittcssa
1666,4,4.0710325,pittcssa
1667,14,3.143642185714285,pittcssa
1668,8,3.69146885,pittcssa
1671,8,3.69146885,pittcssa
1673,11,4.42023390909091,pittcssa
1674,3,3.8774633333333335,pittcssa
1675,15,2.650689273333333,pittcssa
1676,3,5.056770666666667,pittcssa
1678,11,2.657202354545454,pittcssa
1679,12,3.6890027,pittcssa
1680,3,3.5629073333333334,pittcssa
1682,8,3.3083380874999997,pittcssa
1683,11,1.9726397636363635,pittcssa
1684,4,3.7756755,pittcssa
1686,19,3.1578374526315787,pittcssa
1687,4,4.44738775,pittcssa
1688,3,5.119724000000001,pittcssa
1690,6,3.4953811666666668,pittcssa
1692,25,3.21561748,pittcssa
1693,11,4.2608052090909085,pittcssa
1694,10,3.8391391599999998,pittcssa
1695,13,2.918052507692307,pittcssa
1696,7,2.477274271428572,pittcssa
1697,3,3.914776,pittcssa
1698,8,3.69146885,pittcssa
1700,8,3.69146885,pittcssa
1703,5,4.3471551999999996,pittcssa
1708,4,5.303402,pittcssa
1709,3,5.135602333333334,pittcssa
1710,3,4.043188333333334,pittcssa
1711,3,3.824391666666667,pittcssa
1712,3,5.056770666666667,pittcssa
1713,3,4.0728773333333335,pittcssa
1714,3,4.2924940000000005,pittcssa
1715,4,4.4392689999999995,pittcssa
1716,3,5.377888,pittcssa
1717,10,3.9500725499999993,pittcssa
1718,6,3.756491383333333,pittcssa
1719,8,4.0380435,pittcssa
1720,4,5.61651325,pittcssa
1721,3,3.824391666666667,pittcssa
1722,5,3.51532044,pittcssa
1723,6,3.938122166666666,pittcssa
1724,5,4.6751716000000005,pittcssa
1726,30,2.69963812,pittcssa
1727,8,4.02671475,pittcssa
1729,7,3.2004702857142857,pittcssa
1730,8,3.45409125,pittcssa
1732,10,4.928777999999999,pittcssa
1733,7,4.092081285714286,pittcssa
1734,3,3.9686110000000006,pittcssa
1735,7,4.341377142857143,pittcssa
1736,9,3.670219,pittcssa
1737,3,4.375188333333333,pittcssa
1739,17,3.6919118705882354,pittcssa
1742,3,2.6807976666666664,pittcssa
1743,14,3.3004269642857147,pittcssa
1745,3,3.914776,pittcssa
1746,4,3.5630139999999995,pittcssa
1747,30,2.69963812,pittcssa
1749,11,2.657202354545454,pittcssa
1750,12,3.6890027,pittcssa
1752,11,2.657202354545454,pittcssa
1753,12,3.6890027,pittcssa
1754,8,3.69146885,pittcssa
1757,8,3.69146885,pittcssa
1759,9,3.7198317777777774,pittcssa
1760,11,2.7225604090909097,pittcssa
1761,11,3.0418917363636364,pittcssa
1762,5,4.9149604,pittcssa
1763,3,4.325355,pittcssa
1764,7,3.233290142857143,pittcssa
1765,7,4.098684428571429,pittcssa
1766,3,4.325355,pittcssa
1767,7,3.233290142857143,pittcssa
1768,7,3.428543185714286,pittcssa
1769,5,3.9781036,pittcssa
1770,9,3.544777555555555,pittcssa
1773,4,4.154684,pittcssa
1774,13,3.699126161538461,pittcssa
1775,7,3.603018428571428,pittcssa
1777,4,4.5530045,pittcssa
1778,5,4.373658000000001,pittcssa
1779,19,3.852790242105263,pittcssa
1780,10,3.7412207200000003,pittcssa
1782,7,4.084345714285715,pittcssa
1783,7,3.6299477142857137,pittcssa
1784,5,4.3758892,pittcssa
1786,8,3.5138300625000003,pittcssa
1787,4,4.325102425000001,pittcssa
1788,3,4.742261,pittcssa
1789,24,3.446888370833332,pittcssa
1790,7,3.843992714285714,pittcssa
1791,18,3.4709923333333332,pittcssa
1792,9,2.5897280555555557,pittcssa
1794,12,2.990950425,pittcssa
1795,20,3.0498655299999995,pittcssa
1796,5,3.0433837200000005,pittcssa
1798,4,4.154684,pittcssa
1799,13,3.699126161538461,pittcssa
1800,7,3.603018428571428,pittcssa
1801,3,4.0728773333333335,pittcssa
1802,10,4.2793537299999995,pittcssa
1803,3,4.137010666666666,pittcssa
1806,5,4.202551399999999,pittcssa
1807,8,3.8796002499999998,pittcssa
1808,7,3.603018428571428,pittcssa
1809,14,2.9250340500000007,pittcssa
1810,8,4.0593558875,pittcssa
1811,3,4.4654300000000005,pittcssa
1812,16,3.692210325,pittcssa
1813,8,3.69146885,pittcssa
1815,8,4.1339011249999995,pittcssa
1816,7,3.5308842857142855,pittcssa
1817,9,3.5545091111111113,pittcssa
1818,3,4.087077333333333,pittcssa
1819,14,3.7658989714285718,pittcssa
1820,16,3.5014571375,pittcssa
1821,5,3.23546422,pittcssa
1822,9,5.473832888888889,pittcssa
1823,16,3.2386154187500003,pittcssa
1824,3,3.2282230999999997,pittcssa
1825,7,4.084345714285715,pittcssa
1826,7,3.6299477142857137,pittcssa
1827,5,4.3758892,pittcssa
1829,8,2.8086398125,pittcssa
1830,6,3.57314045,pittcssa
1831,5,4.3471551999999996,pittcssa
1833,11,2.657202354545454,pittcssa
1834,12,3.6890027,pittcssa
1835,10,3.1422352000000005,pittcssa
1836,8,2.6253255875,pittcssa
1837,10,2.92454824,pittcssa
1838,7,3.1389277142857144,pittcssa
1839,16,3.6728537125,pittcssa
1840,8,3.0218087875,pittcssa
1844,5,4.202551399999999,pittcssa
1845,8,3.8796002499999998,pittcssa
1846,7,3.603018428571428,pittcssa
