SentenceID,NumberOfWords,AverageSurprisalWithPunct,SurprisalOfFirstCodeSwitchedWord,AverageSurprisalOfSwitchPointWords,AaverageSurprisalOfCodeSwitchedWordsWithPunct,AverageSurprisalOfNonCodeSwitchedWordsWithPunct,CorpusName
423,4,4.799192775,6.556632,6.556632,5.766529,1.915928275,psucssa
424,25,3.1787876759999993,4.252982,5.003483,3.1378860000000004,2.6767259160000005,psucssa
425,6,3.1893122999999997,4.836212,4.836212,4.836212,2.3832769666666667,psucssa
428,4,4.6984945,4.924175,4.924175,4.924175,3.46745075,psucssa
429,3,3.9857146666666665,3.97076,3.97076,3.97076,2.6621279999999996,psucssa
433,6,5.228607333333334,3.618497,3.618497,5.34278875,1.6667481666666666,psucssa
434,3,4.6806383333333335,5.445959,5.445959,4.320452,1.8003369999999999,psucssa
435,32,3.4747595624999996,6.249847,6.249847,5.667749000000001,3.1205252499999996,psucssa
436,9,4.372884222222223,4.061143,4.061143,5.1508020000000005,3.228261555555556,psucssa
437,7,3.923774614285715,4.520813,4.520813,4.520813,3.277944185714286,psucssa
442,10,4.5949356,3.918144,4.822642,5.102331,3.0642363,psucssa
444,14,3.8212862142857142,3.570026,2.5573245,2.5573245,3.4559541428571428,psucssa
446,14,3.8343259714285707,5.949742,5.949742,5.990905333333333,2.5505605428571423,psucssa
447,15,3.915089053333334,5.12253,5.12253,4.188055,3.35668172,psucssa
448,15,3.915089053333334,5.12253,5.12253,4.188055,3.35668172,psucssa
449,15,3.915089053333334,5.12253,5.12253,4.188055,3.35668172,psucssa
450,15,3.915089053333334,5.12253,5.12253,4.188055,3.35668172,psucssa
451,15,3.915089053333334,5.12253,5.12253,4.188055,3.35668172,psucssa
453,15,3.915089053333334,5.12253,5.12253,4.188055,3.35668172,psucssa
457,27,3.2094703259259263,3.348191,3.348191,1.8032344999999999,3.0758973999999997,psucssa
458,9,3.120707833333333,7.029699,5.8096695,4.414821333333333,1.6491007222222223,psucssa
460,7,2.3711670857142857,5.004704,5.004704,5.004704,1.6562093714285715,psucssa
461,13,2.8514576615384617,3.43361,3.43361,4.19108025,1.5618945076923079,psucssa
462,8,4.003634625,6.275635,6.275635,6.1915505,2.4557469999999997,psucssa
464,14,4.046986214285715,6.41356,6.41356,3.839189,3.498530642857143,psucssa
466,18,3.3226636833333334,3.057973,4.242012666666667,4.58844325,2.3030096277777776,psucssa
467,28,3.2877260928571417,3.826028,3.7896725,4.035113,2.5671702,psucssa
468,18,3.3226636833333334,3.057973,4.242012666666667,4.58844325,2.3030096277777776,psucssa
471,18,3.399108533333334,5.782489,5.782489,5.131876999999999,2.828899977777778,psucssa
473,13,3.286872846153846,8.374655,8.374655,5.252311,2.074801076923077,psucssa
474,7,3.556551285714286,6.416388,6.416388,6.416388,2.6399244285714287,psucssa
475,9,3.0378131111111113,3.685213,3.685213,3.685213,2.628345,psucssa
477,6,3.0529266500000003,6.935333,6.935333,3.3473449666666664,1.3792541666666667,psucssa
479,15,3.40878306,6.326181,6.326181,4.379357,2.824868793333333,psucssa
481,15,3.4723712666666655,5.417335,5.417335,5.417335,3.1112155999999995,psucssa
482,43,2.8738888325581393,3.619533,4.90553675,3.9651638571428576,2.228397041860465,psucssa
485,3,5.247341,4.728459,4.728459,4.607395,2.1757443333333333,psucssa
486,3,5.074446333333333,5.886802,5.886802,5.074446333333333,0.0,psucssa
487,14,3.746383785714286,6.738251,6.738251,6.2593415,2.852192142857142,psucssa
488,7,3.318553042857143,4.07143,4.07143,3.2995771,1.9044485714285717,psucssa
489,4,4.447800575,7.042348,7.042348,6.552239999999999,1.1716805750000001,psucssa
491,12,3.6934756416666663,4.638225,4.638225,4.638225,3.3069568916666667,psucssa
492,15,3.047296906666667,5.964457,5.964457,2.930036025,2.2659539666666664,psucssa
494,8,3.5046837375,4.652567,4.652567,3.54988778,1.286003875,psucssa
495,14,3.033865735714286,4.550324,2.8951244999999997,2.8951244999999997,2.6202765214285715,psucssa
496,15,3.383349466666667,5.932368,5.932368,5.932368,2.987858266666666,psucssa
497,13,3.968340230769231,3.371367,3.371367,3.3704384999999997,3.4498112307692312,psucssa
499,7,3.3474203285714283,4.652567,4.652567,5.050606666666667,1.1828746142857143,psucssa
500,8,3.0534397249999996,3.675486,3.675486,2.8531766666666663,1.983498475,psucssa
501,8,3.0534397249999996,3.675486,3.675486,2.8531766666666663,1.983498475,psucssa
503,11,3.4882852909090913,4.726901,4.726901,2.8331097,2.9731744363636365,psucssa
505,2,3.309962,4.502182,4.502182,4.502182,1.058871,psucssa
506,2,5.146478,5.512905,5.512905,5.146478,0.0,psucssa
508,9,4.3894344444444435,6.41356,6.41356,3.839189,3.536281333333333,psucssa
509,5,4.5297742,6.522281,6.522281,3.8935495,2.9723543999999995,psucssa
511,7,4.64803942857143,6.960788,6.960788,6.960788,3.653641142857143,psucssa
513,22,3.8141975681818185,6.559615,6.559615,4.496074,3.405463568181818,psucssa
515,4,4.72650775,6.41356,6.41356,3.8876440000000003,2.7826857499999997,psucssa
516,12,3.2604723083333336,4.623948,4.623948,5.543381500000001,2.336575391666667,psucssa
517,3,5.247341,4.728459,4.728459,4.607395,2.1757443333333333,psucssa
518,3,5.115358333333333,5.413785,5.413785,4.950058,1.8153196666666667,psucssa
519,29,3.2391017000000004,7.275784,7.275784,4.553128,2.9250928724137935,psucssa
520,8,3.95388255,3.927731,4.9773705,3.6279832333333335,1.232895125,psucssa
521,8,3.005397125,3.050703,3.050703,3.050703,2.62405925,psucssa
522,8,3.005397125,3.050703,3.050703,3.050703,2.62405925,psucssa
523,8,3.005397125,3.050703,3.050703,3.050703,2.62405925,psucssa
524,8,3.005397125,3.050703,3.050703,3.050703,2.62405925,psucssa
525,26,3.553310561538462,5.78397,5.3868265,3.9161845,3.10144311923077,psucssa
526,12,3.749196683333333,6.026097,6.026097,4.9227284,1.69805985,psucssa
527,8,3.9678063249999997,5.791256,5.791256,5.791256,3.243899325,psucssa
528,25,3.09563784,4.400461,4.400461,4.250500000000001,2.7555978399999996,psucssa
533,2,5.155539,5.445959,5.445959,5.155539,0.0,psucssa
534,14,2.5539205428571425,4.601481,4.601481,4.601481,2.225243328571428,psucssa
536,5,4.193993799999999,6.24491,6.24491,4.361451333333333,1.5771229999999998,psucssa
537,8,3.8946573750000004,6.857124,6.857124,6.857124,3.0375168750000006,psucssa
538,12,3.2059403749999995,5.659522,4.6470245,4.569879666666667,2.063470458333333,psucssa
539,34,3.1518231676470587,5.530981,5.530981,4.21035575,2.6564871970588233,psucssa
540,7,4.415176571428572,5.553385,5.553385,4.94962,2.2939108571428575,psucssa
541,10,3.5086109199999997,3.577481,5.188399,5.188399,2.47093112,psucssa
542,10,3.5086109199999997,3.577481,5.188399,5.188399,2.47093112,psucssa
543,10,3.5086109199999997,3.577481,5.188399,5.188399,2.47093112,psucssa
546,14,4.302567057142857,5.611823,5.611823,5.342376333333333,3.157772128571428,psucssa
548,25,4.202022644,7.710618,7.710618,4.237773688888889,2.676424116,psucssa
551,3,5.057803,3.674056,3.674056,5.057803,0.0,psucssa
552,8,3.7194253749999997,2.636784,3.4578165,3.618712,1.4577303750000001,psucssa
553,7,3.711127285714286,2.636784,3.698068,3.984731666666667,2.003385142857143,psucssa
557,11,3.1273482909090906,3.330224,3.330224,3.330224,2.8246006545454545,psucssa
558,33,2.993218981818182,7.130672,6.8504285,4.326531999999999,2.4687908606060605,psucssa
559,36,2.9481529527777774,4.55552,4.55552,2.9938879999999997,2.781825841666666,psucssa
563,11,3.6149507727272723,7.567497,7.567497,6.199104000000001,1.9242860454545456,psucssa
567,5,4.71882104,7.314626,7.314626,6.114813666666667,1.0499328399999999,psucssa
569,9,3.1943528111111106,1.861383,1.861383,1.29319065,2.9069771111111105,psucssa
570,9,3.1943528111111106,1.861383,1.861383,1.29319065,2.9069771111111105,psucssa
571,5,4.0444450000000005,5.497938,5.497938,3.6413650000000004,2.587899,psucssa
572,20,3.2270019749999994,4.737117,4.737117,4.211637,2.1740927250000004,psucssa
573,7,3.704131257142858,6.326181,6.326181,5.442208,2.1492146857142855,psucssa
574,8,3.5746457499999997,4.721739,4.721739,3.2518315,2.761687875,psucssa
575,25,2.850254464,4.652567,4.652567,5.203777666666667,2.225801144,psucssa
577,18,2.7542920277777774,2.7194,2.7194,1.85617725,2.5480501111111113,psucssa
578,7,4.590651157142857,7.042348,7.042348,5.48466825,1.4565550142857142,psucssa
580,8,4.335385125,4.91984,4.91984,4.91984,3.720405125,psucssa
581,6,3.617410566666667,6.952338,6.952338,3.8784091,2.3246075333333334,psucssa
582,5,3.8869307399999995,5.639207,5.639207,5.639207,2.75908934,psucssa
583,8,3.5641918750000006,4.512905,4.512905,4.0147829999999995,2.5604961250000002,psucssa
584,10,3.2249416999999996,4.653872,4.653872,3.0907805,2.6067856,psucssa
587,13,3.452982384615385,4.900131,5.2502015,3.8961136000000005,1.9544771538461538,psucssa
590,3,5.247341,4.728459,4.728459,4.607395,2.1757443333333333,psucssa
591,3,5.115358333333333,5.413785,5.413785,4.950058,1.8153196666666667,psucssa
593,19,2.6636891,3.695133,3.695133,3.695133,2.469208415789474,psucssa
594,14,2.960095907142857,6.914603,6.914603,4.6735679999999995,2.2924433357142857,psucssa
596,13,3.452982384615385,4.900131,5.2502015,3.8961136000000005,1.9544771538461538,psucssa
597,10,4.1504672,4.9928,4.9928,4.619207,2.3027843999999997,psucssa
598,4,4.5858,5.293946,5.293946,4.6901969999999995,2.2407015,psucssa
599,6,4.624782499999999,5.133284,5.133284,5.133284,3.7692351666666664,psucssa
600,4,4.5858,5.293946,5.293946,4.6901969999999995,2.2407015,psucssa
601,6,4.624782499999999,5.133284,5.133284,5.133284,3.7692351666666664,psucssa
602,12,3.4486843750000005,2.913393,2.913393,1.6148315,3.179545791666667,psucssa
603,8,3.2074078750000004,5.249664,4.9126145,4.286963,1.0639263749999999,psucssa
604,16,3.2174219999999996,5.343163,4.208712,3.88705225,1.273895875,psucssa
605,8,3.599768125,3.79261,3.79261,3.8119359999999998,2.170292125,psucssa
606,10,3.9361916,6.258925,6.258925,4.721396199999999,1.5754934999999999,psucssa
608,7,3.2924205285714288,2.913393,2.913393,2.913393,2.8762215285714285,psucssa
609,30,3.2027792633333334,5.455836,3.9441844999999995,3.613879333333333,2.8413913300000004,psucssa
610,9,4.106688999999999,7.294238,7.294238,7.294238,3.296218111111111,psucssa
611,11,3.623631290909091,4.807052,4.807052,3.1220420333333334,1.920699272727273,psucssa
612,9,4.320352555555555,5.47932,5.47932,5.47932,3.711539222222222,psucssa
613,7,4.214525371428571,6.53379,6.53379,6.53379,3.2811267999999996,psucssa
614,6,3.8399924,6.541704,6.541704,3.7571007,2.5876254999999997,psucssa
615,5,3.7030057999999997,5.100725,5.100725,5.100725,2.6828608,psucssa
616,12,3.6459795833333337,3.072015,3.072015,3.072015,3.389978333333333,psucssa
617,3,5.247341,4.728459,4.728459,4.607395,2.1757443333333333,psucssa
618,3,5.115358333333333,5.413785,5.413785,4.950058,1.8153196666666667,psucssa
619,5,3.3614954,4.968927,4.968927,2.9739539999999995,1.5771229999999998,psucssa
620,17,2.978825535294117,4.071788,4.071788,4.071788,2.739308594117647,psucssa
622,24,3.3925901875,9.316954,9.316954,5.344227500000001,2.9472378958333327,psucssa
624,13,2.7866702153846155,3.500557,3.500557,3.98052105,1.5618945076923079,psucssa
626,9,3.3048672222222226,2.913393,2.913393,2.403829,2.770683,psucssa
628,5,4.6171172,6.522281,6.522281,6.522281,3.312661,psucssa
629,5,3.3380853999999998,4.813935,4.813935,4.813935,2.3752983999999997,psucssa
633,12,3.6459795833333337,3.072015,3.072015,3.072015,3.389978333333333,psucssa
634,14,3.3101641785714286,7.000842,7.000842,4.7166875,2.6363516785714287,psucssa
635,14,4.007535628571428,7.125808,7.125808,6.051874333333333,2.7107054142857145,psucssa
636,6,4.427910016666666,7.042348,7.042348,5.457191666666667,1.6993141833333334,psucssa
637,10,3.3947207299999995,6.157804,6.157804,4.681276749999999,1.5222100299999997,psucssa
640,23,3.194328517391305,4.643435,4.643435,3.2126795,2.9149650826086964,psucssa
641,5,5.381294,5.749864,5.749864,5.435764499999999,3.2069882,psucssa
642,3,4.500430333333334,5.048018,5.048018,4.500430333333334,0.0,psucssa
643,25,3.2450917479999997,4.901193,4.271937666666666,3.8650190999999996,2.008285636,psucssa
644,7,3.300945357142857,7.198514,7.198514,7.198514,2.272586214285714,psucssa
645,4,3.068303575,5.512905,5.512905,5.512905,1.690077325,psucssa
653,23,3.129703791304348,3.499245,5.1429265,3.987667857142857,1.916065747826087,psucssa
655,6,3.6511304999999994,6.600883,6.600883,6.600883,2.5509833333333334,psucssa
656,9,3.7424608888888886,5.688997,5.688997,5.688997,3.110350111111111,psucssa
659,8,2.9888872125,4.442867,4.442867,2.9888872125,0.0,psucssa
660,17,3.4616709764705886,5.512905,5.512905,5.512905,3.1373824470588234,psucssa
661,14,3.2866799285714285,4.900131,5.2502015,3.4342193333333335,1.814871642857143,psucssa
662,22,3.2417417727272717,4.550694,4.460382999999999,3.4669894249999995,2.611380059090909,psucssa
664,5,5.2856586000000005,7.042348,7.042348,5.6608505000000005,3.0213184,psucssa
668,7,3.7854495714285714,6.040668,6.040668,4.76492925,1.0626328571428572,psucssa
670,34,3.5257383999999994,4.512905,4.512905,4.0147829999999995,3.289574694117647,psucssa
671,6,4.427910016666666,7.042348,7.042348,5.457191666666667,1.6993141833333334,psucssa
672,10,3.3947207299999995,6.157804,6.157804,4.681276749999999,1.5222100299999997,psucssa
673,8,3.9326145125,7.63104,7.63104,5.005552333333333,2.0555323875,psucssa
674,7,4.8962069999999995,8.057143,8.057143,7.177804999999999,2.8454055714285715,psucssa
677,7,4.011727857142857,4.582272,4.582272,4.582272,3.3571175714285713,psucssa
678,21,3.5696300809523813,7.115146,7.115146,7.115146,3.2308136047619045,psucssa
679,16,2.9165359312500003,7.251145,7.251145,4.171721,2.39507080625,psucssa
680,12,3.484014333333333,1.201702,1.201702,2.976707,2.24371975,psucssa
681,6,5.1159661666666665,5.114965,5.114965,5.114965,4.263472,psucssa
682,10,4.25567351,7.537505,7.537505,4.1709926,3.42147499,psucssa
686,4,4.7234602500000005,6.741498,6.741498,6.741498,3.03808575,psucssa
688,18,2.9842279833333327,5.586122,5.586122,2.8722033750000002,2.3459605666666667,psucssa
689,4,3.3108442250000003,3.122931,3.122931,1.8207224499999999,2.4004830000000004,psucssa
691,9,4.5494127777777775,3.817411,3.817411,3.817411,4.125255999999999,psucssa
692,9,4.458961777777777,3.817411,3.817411,3.817411,4.0348049999999995,psucssa
693,19,2.7341735894736843,5.509313,5.509313,3.347931,2.3817598,psucssa
699,22,3.3898099045454546,5.414762,5.414762,4.7002884,2.3215625409090905,psucssa
700,3,5.057803,3.674056,3.674056,5.057803,0.0,psucssa
701,14,3.4496154214285712,5.264395,5.264395,3.3021395,2.977881207142857,psucssa
702,4,4.272612,5.999271,5.999271,3.6147115000000003,2.46525625,psucssa
704,5,4.71882104,7.314626,7.314626,6.114813666666667,1.0499328399999999,psucssa
705,6,4.427910016666666,7.042348,7.042348,5.457191666666667,1.6993141833333334,psucssa
706,21,3.1520073047619044,4.060615,4.060615,4.060615,2.9586446857142854,psucssa
707,3,2.6431506666666666,2.10583,2.10583,2.10583,1.9412073333333335,psucssa
709,13,3.3431646923076928,2.061789,2.061789,3.1487244,2.1321168461538464,psucssa
710,5,3.7030057999999997,5.100725,5.100725,5.100725,2.6828608,psucssa
711,5,3.7030057999999997,5.100725,5.100725,5.100725,2.6828608,psucssa
713,5,4.9550972,6.705933,6.705933,6.705933,3.6139105999999996,psucssa
714,5,4.9550972,6.705933,6.705933,6.705933,3.6139105999999996,psucssa
715,6,4.2424685,3.740597,3.740597,4.267827,1.3972505,psucssa
716,7,3.8763017142857144,2.982126,2.982126,3.7501218,1.1976432857142856,psucssa
717,36,3.2565293444444445,5.360908,5.360908,2.656262,3.035174177777778,psucssa
719,11,3.5666113636363637,2.419952,3.8895626666666665,3.8895626666666665,2.5058215454545456,psucssa
722,5,4.71882104,7.314626,7.314626,6.114813666666667,1.0499328399999999,psucssa
723,5,4.0179384,7.029225,7.029225,7.029225,2.6120934,psucssa
724,17,3.574833505882353,1.766036,1.766036,2.9050333999999998,2.720411917647059,psucssa
725,11,4.071606272727273,5.252024,5.252024,3.2142334999999997,3.487200181818182,psucssa
726,37,3.5486429378378386,5.681802,5.681802,5.285007,3.262966883783785,psucssa
727,30,3.5282334333333334,5.42079,5.27571,4.271386000000001,2.673956233333333,psucssa
729,2,4.3458995,5.445959,5.445959,5.445959,1.62292,psucssa
730,3,4.786938999999999,4.81931,4.81931,4.81931,3.180502333333333,psucssa
731,5,4.71882104,7.314626,7.314626,6.114813666666667,1.0499328399999999,psucssa
732,16,3.75136350625,4.778935,4.101399499999999,5.35357175,2.41297056875,psucssa
733,18,3.030377211111112,3.525658,3.525658,2.4452629999999997,2.758681322222223,psucssa
735,11,3.3864023909090903,6.516627,6.516627,6.516627,2.7939817545454546,psucssa
736,38,3.4908232552631584,5.681802,5.681802,4.543284,3.1321429394736846,psucssa
737,30,3.5282334333333334,5.42079,5.27571,4.271386000000001,2.673956233333333,psucssa
738,11,3.7980969090909102,6.166206,6.166206,6.166206,3.2375327272727286,psucssa
739,11,4.071606272727273,5.252024,5.252024,3.2142334999999997,3.487200181818182,psucssa
740,24,3.378078175,4.652567,4.1122065,4.673301,2.4044738,psucssa
741,19,3.769111842105263,6.498793,6.126142333333334,4.876268166666667,2.229237684210526,psucssa
742,15,3.6974321999999997,6.593941,6.593941,4.513237,3.0956672666666663,psucssa
743,19,2.9886875263157897,5.489044,5.489044,4.502167525,2.040862784210526,psucssa
744,24,3.2177751125,4.660656,5.830749,3.6767300499999997,2.6049867708333334,psucssa
745,10,4.25567351,7.537505,7.537505,4.1709926,3.42147499,psucssa
746,6,2.5292477833333336,5.327549,5.327549,3.213541,1.45806745,psucssa
748,6,3.5804151666666666,4.876083,5.0244835000000005,3.9673676666666666,1.5967313333333333,psucssa
749,28,3.3248300892857143,2.996179,2.996179,3.9889338000000003,2.6125204821428567,psucssa
750,3,4.441021666666667,4.203628,4.203628,4.4431575,1.4789166666666667,psucssa
752,5,5.2856586000000005,7.042348,7.042348,5.6608505000000005,3.0213184,psucssa
753,10,3.8934292,5.616393,6.414239500000001,4.4863336,1.6502623999999997,psucssa
754,11,3.144702818181818,4.357051,4.357051,3.101013666666667,2.298971818181818,psucssa
755,9,3.1906344,5.488703,5.488703,5.488703,2.5807785111111112,psucssa
756,10,3.1888567599999997,3.803918,3.803918,3.983097,2.3922373599999998,psucssa
757,12,3.32928425,7.357544,7.357544,4.8927645,2.5138235,psucssa
758,8,4.02304925,3.205886,3.205886,4.9692870000000005,2.159566625,psucssa
760,44,3.5883301886363643,5.681802,5.681802,5.285007,3.3481025977272734,psucssa
761,29,3.6032933793103457,5.42079,5.27571,4.5136956,2.82507,psucssa
762,9,3.3866069666666667,5.667637,5.667637,3.2538474,2.663529766666666,psucssa
763,5,5.2856586000000005,7.042348,7.042348,5.6608505000000005,3.0213184,psucssa
764,13,3.6715425461538467,4.308136,4.308136,4.397434,2.6567500846153846,psucssa
765,9,2.741573811111111,4.267264,4.267264,2.7173365,2.1377212555555554,psucssa
766,13,3.3421008999999993,5.626387,5.626387,5.387452,2.51326213076923,psucssa
767,5,3.9201665999999995,4.263707,4.150187,4.640492666666666,1.135871,psucssa
768,22,3.190884909090909,3.847012,4.258083333333333,3.315264675,2.588109513636363,psucssa
769,44,3.5883301886363643,5.681802,5.681802,5.285007,3.3481025977272734,psucssa
770,29,3.6032933793103457,5.42079,5.27571,4.5136956,2.82507,psucssa
774,11,4.071606272727273,5.252024,5.252024,3.2142334999999997,3.487200181818182,psucssa
777,18,2.3631110388888894,5.779892,3.7332323333333335,2.8088776125,1.1147209888888887,psucssa
778,23,3.0181833826086946,5.334851,5.334851,3.638251,2.7018137304347825,psucssa
779,15,3.5969424733333337,4.778935,4.101399499999999,5.073128,2.5823168733333333,psucssa
781,23,2.9148249304347833,5.387967,4.8494969999999995,4.8494969999999995,2.282281843478261,psucssa
782,10,2.8167015799999997,3.685662,3.685662,3.4842188500000004,1.42301404,psucssa
783,8,3.0234810000000003,3.634527,3.2739599999999998,2.22968075,1.908640625,psucssa
784,44,3.5883301886363643,5.681802,5.681802,5.285007,3.3481025977272734,psucssa
785,29,3.6032933793103457,5.42079,5.27571,4.5136956,2.82507,psucssa
786,6,5.022494166666667,7.056898,7.056898,7.056898,3.8463445000000003,psucssa
787,9,3.3211082555555556,4.44279,4.44279,2.8432554999999997,2.6892736999999998,psucssa
791,2,5.636246,7.042348,7.042348,5.636246,0.0,psucssa
792,16,4.2039115625,7.042348,7.042348,7.042348,3.7637648124999994,psucssa
794,5,4.1473246,6.741498,6.741498,4.29214,2.4304686,psucssa
795,8,3.8086776250000005,2.7692,2.7692,4.0325125,0.7842932499999999,psucssa
799,5,3.9201665999999995,4.263707,4.150187,4.640492666666666,1.135871,psucssa
800,23,3.601972321739131,5.739829,5.739829,5.739829,3.3524145391304345,psucssa
801,6,4.3033893333333335,4.813935,4.813935,4.813935,3.5010668333333332,psucssa
803,10,3.13315438,4.767524,4.767524,3.0413311714285713,1.00422256,psucssa
805,26,3.5204331269230766,3.803918,3.746074,3.0520448749999995,3.050887761538461,psucssa
807,18,2.9715480755555554,4.577203,4.577203,4.577203,2.71725902,psucssa
808,24,2.9785688041666667,3.23301,5.174078,3.7543817333333336,2.5092710875000006,psucssa
809,17,3.2779165058823527,4.211319,4.211319,2.655217,2.9655380352941174,psucssa
811,4,4.37946,6.262332,6.262332,6.262332,2.8138769999999997,psucssa
812,15,2.8846842199999996,4.194972,4.194972,3.827605783333333,1.3536419066666667,psucssa
814,20,3.202698385,4.293345,4.293345,4.293345,2.988031135,psucssa
815,11,3.546959127272727,2.636784,4.6982065,4.584681666666667,2.2965914,psucssa
816,3,5.2242196666666665,6.522281,6.522281,5.4399565,1.597582,psucssa
823,4,4.5858,5.293946,5.293946,4.6901969999999995,2.2407015,psucssa
824,6,4.624782499999999,5.133284,5.133284,5.133284,3.7692351666666664,psucssa
825,11,3.2207663000000006,4.86587,4.86587,4.86587,2.778414481818182,psucssa
827,11,4.071606272727273,5.252024,5.252024,3.2142334999999997,3.487200181818182,psucssa
828,9,3.733768633333333,7.049092,7.049092,7.049092,2.9505361888888886,psucssa
829,10,3.6259717200000003,5.954895,5.954895,5.363374,2.55329692,psucssa
830,25,3.012857456,3.991114,3.991114,3.4287604833333334,2.1899549400000002,psucssa
832,8,4.203123625,6.403946,6.403946,4.323715166666667,0.96033725,psucssa
833,19,2.9693514157894736,5.10123,5.10123,3.327825725,2.2687565263157894,psucssa
834,9,3.559920455555555,4.985911,4.985911,4.985911,3.0059303444444447,psucssa
836,17,4.3933012352941185,7.252136,6.5482335,4.279993899999999,1.8756577647058823,psucssa
837,17,2.770029082352942,6.593941,6.593941,3.2131210666666665,2.203007717647059,psucssa
838,20,4.01894185,7.608169,7.608169,6.326222,3.3863196499999995,psucssa
839,9,3.138845088888889,5.100725,5.100725,5.100725,2.5720978666666667,psucssa
840,3,4.307715666666667,4.495176,4.495176,4.495176,2.8093236666666663,psucssa
842,22,3.360360722727273,4.811299,4.811299,4.811299,3.1416653136363637,psucssa
843,11,3.522129490909091,5.589065,5.589065,3.532513,2.5587168545454544,psucssa
846,3,3.825972,3.327741,3.327741,3.825972,0.0,psucssa
847,12,2.832852958333333,5.472793,5.472793,5.472793,2.3767868749999996,psucssa
848,28,3.099089282142858,5.147467,4.904007249999999,3.4659222749999996,2.108825775,psucssa
850,6,3.4085171833333336,4.880446,4.880446,4.880446,2.5951095166666667,psucssa
851,4,3.4061225,3.266571,3.266571,3.3099619999999996,1.7511415000000001,psucssa
852,4,4.9911435,7.042348,7.042348,7.042348,3.2305565000000005,psucssa
856,12,3.1505012916666666,4.220335,4.220335,4.220335,2.7988067083333337,psucssa
859,8,3.5956278750000004,6.184818,6.184818,6.184818,2.8225256250000004,psucssa
860,8,4.0236330125,5.62,5.62,5.265758000000001,2.0489737625,psucssa
861,4,4.267247775,5.685757,5.685757,4.094361366666667,1.19647675,psucssa
865,11,3.5469052090909083,5.942022,5.942022,5.466941000000001,2.0559213000000005,psucssa
866,5,3.6150044,2.913393,2.913393,1.959664,2.8311387999999997,psucssa
868,6,5.183372666666667,6.522281,6.5396350000000005,6.5396350000000005,3.0034943333333337,psucssa
869,5,2.05062294,2.927257,2.927257,2.927257,1.46517154,psucssa
870,8,3.4828924999999997,7.042348,7.042348,7.042348,2.6025989999999997,psucssa
871,12,3.499903958333334,6.100998,6.100998,6.100998,2.9914874583333337,psucssa
873,18,2.848122355555555,4.484496,4.484496,2.6827512000000002,2.5500388888888885,psucssa
874,10,3.3090642000000003,5.008875,5.008875,3.164293,2.6762056000000003,psucssa
876,10,3.87220698,5.57337,5.57337,5.905758499999999,2.69105528,psucssa
878,6,4.935491666666667,6.175538,6.175538,5.363289,3.147728666666667,psucssa
879,11,3.2461778454545462,4.939817,5.335833,5.335833,2.276026390909091,psucssa
880,16,2.66888356875,4.665074,4.665074,2.7064659499999997,2.3305753250000003,psucssa
881,8,3.4533975249999997,4.175011,4.175011,4.49841,2.328795025,psucssa
882,3,3.722590666666667,6.472453,6.472453,3.784561,1.1995500000000001,psucssa
883,19,3.6577957368421052,5.804013,5.804013,5.804013,3.3523213684210527,psucssa
887,7,5.197003428571429,8.931293,8.931293,8.931293,3.9211044285714287,psucssa
888,8,3.9195869125,5.349454,5.349454,4.887279333333333,2.0868571625,psucssa
889,26,3.1173188846153845,4.656407,5.0668560000000005,5.0668560000000005,2.5326816538461543,psucssa
890,6,5.364108999999999,4.797824,5.0104365,5.0104365,3.6939634999999993,psucssa
892,5,2.54716086,5.194147,5.194147,5.194147,1.5083314600000002,psucssa
893,5,4.497837200000001,5.824656,5.824656,3.945213666666667,2.1307090000000004,psucssa
895,10,3.3807855000000004,5.05502,5.05502,5.05502,2.8752835000000005,psucssa
897,3,6.352579333333334,7.923133,7.923133,7.923133,3.711535,psucssa
898,4,3.9871517499999998,6.285951,6.285951,6.285951,2.415664,psucssa
899,19,3.8136396578947367,6.560265,4.962479666666667,4.962479666666667,3.030090236842105,psucssa
900,8,3.8751267125,5.59157,5.59157,3.8338393333333336,2.4374369625,psucssa
901,13,3.9016386769230773,7.995616,7.9189705,7.9189705,2.6833355230769227,psucssa
903,5,3.6150044,2.913393,2.913393,1.959664,2.8311387999999997,psucssa
904,12,4.207614416666667,5.824656,5.824656,5.122504,3.35386375,psucssa
906,18,2.848122355555555,4.484496,4.484496,2.6827512000000002,2.5500388888888885,psucssa
907,18,2.848122355555555,4.484496,4.484496,2.6827512000000002,2.5500388888888885,psucssa
908,11,3.788953936363636,5.049967,5.049967,5.049967,3.329866027272727,psucssa
909,38,2.8637914789473684,5.001022,5.001022,5.001022,2.732185636842105,psucssa
910,39,3.1532919205128205,6.100998,5.411522,5.059819249999999,2.6343360999999996,psucssa
912,3,5.231588333333334,4.991653,4.991653,5.2899,1.7049883333333333,psucssa
914,13,4.065639961538462,4.477268,4.477268,2.7582604999999996,3.6412921923076924,psucssa
916,5,3.4384140000000003,3.562125,3.562125,3.0066945,2.2357362000000003,psucssa
917,4,5.175209499999999,6.706392,6.336815,6.336815,2.006802,psucssa
918,8,2.8707181124999996,3.266571,4.1191065,3.361271666666667,1.6102412375000001,psucssa
920,12,3.9750482333333323,6.705916,6.705916,6.705916,3.4162219,psucssa
922,31,3.153782909677419,4.71463,4.71463,4.71463,3.0016980709677417,psucssa
923,5,3.6150044,2.913393,2.913393,1.959664,2.8311387999999997,psucssa
924,12,4.207614416666667,5.824656,5.824656,5.122504,3.35386375,psucssa
